,Glottocode,Name,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
2677,huax1236,Huaxcaleca Nahuatl,Uto-Aztecan,nhq,North America,0,18.9,-96.95
2678,huay1240,Huaylas Ancash Quechua,Quechuan,qwh,South America,3,-9.39,-77.78
2679,huay1241,Huaylla Wanca Quechua,Quechuan,qvw,South America,3,-12.18,-75.21
2680,huba1236,Huba,Afro-Asiatic,hbb,Africa,1,10.35,13.14
2681,hueh1236,Huehuetla Tepehua,Totonacan,tee,North America,0,20.62,-97.93
2682,huet1235,Huetar,Chibchan,,North America,0,10.16,-84.26
2683,huic1243,Huichol,Uto-Aztecan,hch,North America,3,21.95,-104.06
2684,huil1244,Huilliche,Araucanian,huh,South America,1,-40.07,-72.77
2685,huit1252,Huitepec Mixtec,Otomanguean,mxs,North America,0,16.95,-97.12
2686,huiz1242,Hui Chinese,Sino-Tibetan,czh,Eurasia,15,29.76,118.23
2687,huku1237,Hukumina,Austronesian,huw,Papunesia,0,-3.27,126.19
2688,hula1239,Hula,Austronesian,hul,Papunesia,4,-9.99,147.71
2689,hula1244,Hulaulá,Afro-Asiatic,huy,Eurasia,4,31.91,43.49
2690,huli1244,Huli,Nuclear Trans New Guinea,hui,Papunesia,0,-5.97,142.96
2691,hulu1246,Hulung,Austronesian,huk,Papunesia,0,-2.87,128.59
2692,humb1243,Humburi Senni Songhay,Songhay,hmb,Africa,2,15.29,-1.69
2693,hume1246,Humene,Kwalean,huf,Papunesia,2,-9.71,147.56
2694,huml1238,Humla,Sino-Tibetan,hut,Eurasia,0,30.15,81.57
2695,hund1239,Hunde,Atlantic-Congo,hke,Africa,0,-1.47,28.93
2696,hung1263,Hungarian Sign Language,Sign Language,hsh,Eurasia,6,47.49,19.05
2697,hung1274,Hungarian,Uralic,hun,Eurasia,10,46.91,19.66
2698,hung1275,Hung,Austroasiatic,hnu,Eurasia,4,18.78,104.77
2699,hung1276,Hungworo,Atlantic-Congo,nat,Africa,0,10.32,6.3
2700,hung1278,Hungan,Atlantic-Congo,hum,Africa,4,-3.7,18.43
2701,hung1280,Hungu-Pombo,Atlantic-Congo,hng,Africa,2,-9.16,18.19
2702,hunj1241,Hunjara-Kaina Ke,Nuclear Trans New Guinea,hkk,Papunesia,0,-8.92,147.9
2703,huns1239,Hun-Saare,Atlantic-Congo,dud,Africa,2,10.79,5.07
2704,hunz1247,Hunzib,Nakh-Daghestanian,huz,Eurasia,0,42.08,46.14
2705,hupa1239,Hupa-Chilula,Athabaskan-Eyak-Tlingit,hup,North America,2,41.1,-123.68
2706,hupd1244,Hup,Naduhup,jup,South America,3,0.59,-69.84
2707,hupl1238,Hupla,Nuclear Trans New Guinea,hap,Papunesia,0,-4.36,139.16
2708,hurr1240,Hurrian,Hurro-Urartian,xhu,Eurasia,0,40.73,43.32
2709,hutt1235,Hutterite German,Indo-European,geh,North America,0,40,-97
2710,huuu1240,Hu,Austroasiatic,huo,Eurasia,0,22.02,100.88
2711,huzh1238,Mongghul,Mongolic-Khitan,mjg,Eurasia,0,36.84,101.96
2712,hwan1240,Hwana,Afro-Asiatic,hwo,Africa,0,10.36,12.77
2713,hyaa1239,Hya,Afro-Asiatic,hya,Africa,0,10.48,13.53
2714,hyam1245,Hyam,Atlantic-Congo,jab,Africa,3,9.58,7.95
2715,iaai1238,Iaai,Austronesian,iai,Papunesia,0,-20.63,166.59
2716,iama1237,Iamalele,Austronesian,yml,Papunesia,5,-9.45,150.57
2717,iapa1241,Iapama,Bookkeeping,iap,South America,0,0.98,-53.33
2718,iatm1242,Iatmul,Ndu,ian,Papunesia,2,-4.3,143.32
2719,iauu1242,Iau,Lakes Plain,tmu,Papunesia,3,-3.15,137.69
2720,ibal1241,Kwa South,Atlantic-Congo,tek,Africa,4,-4.21,15.39
2721,ibal1244,Ibaloi,Austronesian,ibl,Papunesia,3,16.43,120.69
2722,iban1261,Ibani,Ijoid,iby,Africa,0,4.49,7.24
2723,iban1264,Iban,Austronesian,iba,Papunesia,8,2.09,112.93
2724,iban1267,Ibanag,Austronesian,ibg,Papunesia,2,17.42,121.89
2725,ibat1238,Ibatan,Austronesian,ivb,Papunesia,3,18.94,121.91
2726,iber1250,Iberian,,xib,Eurasia,0,40.62,0.21
2727,,,,,,,,
2728,ibib1240,Ibibio,Atlantic-Congo,ibb,Africa,4,5.15,7.87
2729,ibil1238,Ibilo,Bookkeeping,ibi,Africa,0,7.43,6.08
2730,ibin1241,Ibino,Atlantic-Congo,ibn,Africa,0,4.6,8.15
2731,ibok1234,Ibokun Sign Language,Sign Language,,Africa,0,7.79,4.73
2732,ibuo1242,Ibuoro,Atlantic-Congo,ibr,Africa,0,5.5,7.93
2733,ibuu1240,Ibu,North Halmahera,ibu,Papunesia,0,1.51,127.54
2734,icel1236,Icelandic Sign Language,Sign Language,icl,Eurasia,0,64.17,-20.27
2735,icel1247,Icelandic,Indo-European,isl,Eurasia,0,63.48,-19.02
2736,icel1248,Icelandic-Basque Pidgin,Pidgin,,Eurasia,0,65.78,-22.3
2737,icev1238,Iceve-Maci,Atlantic-Congo,bec,Africa,2,6.42,9.5
2738,idaa1241,Ida'an,Austronesian,dbj,Papunesia,3,5.29,118.52
2739,idab1234,Idabaez,Unclassifiable,,South America,0,,
2740,idak1243,Idakho-Isukha-Tiriki,Atlantic-Congo,ida,Africa,3,0.22,34.82
2741,idat1237,Idaté,Austronesian,idt,Papunesia,0,-8.76,125.83
2742,ider1238,Idere,Atlantic-Congo,ide,Africa,0,5.21,8.08
2743,ides1238,Idesa,Bookkeeping,ids,Africa,0,7.35,6.29
2744,idii1243,Idi-Taeme,Pahoturi,idi,Papunesia,2,-8.76,142.3
2745,idom1241,Idoma,Atlantic-Congo,idu,Africa,4,7.19,7.71
2746,idon1238,Idon,Atlantic-Congo,idc,Africa,0,10.22,7.78
2747,idoo1234,Ido,Artificial Language,ido,Eurasia,0,,
2748,idum1241,Idu,Sino-Tibetan,clk,Eurasia,2,29.45,95.65
2749,idun1241,Dũya,Atlantic-Congo,ldb,Africa,0,9.13,7.78
2750,idun1242,Iduna,Austronesian,viv,Papunesia,8,-9.34,150.24
2751,ifee1241,Ifè,Atlantic-Congo,ife,Africa,3,7.64,1.58
2752,ifoo1237,Ifo,Austronesian,iff,Papunesia,0,-18.77,169.01
2753,igal1242,Igala,Atlantic-Congo,igl,Africa,7,7.34,7.18
2754,igan1243,Igana,Ramu,igg,Papunesia,0,-4.71,144.84
2755,iged1239,Igede,Atlantic-Congo,ige,Africa,4,6.96,8.27
2756,igna1246,Ignaciano,Arawakan,ign,South America,0,-15.12,-65.4
2757,igoo1238,Igo,Atlantic-Congo,ahl,Africa,0,7.25,0.68
2758,igut1238,Iguta,Atlantic-Congo,nar,Africa,0,9.99,8.82
2759,igwe1238,Igwe,Atlantic-Congo,igw,Africa,0,7.11,6.08
2760,ihaa1241,Iha,West Bomberai,ihp,Papunesia,0,-2.81,132.27
2761,ihab1241,Iha-based Pidgin,Pidgin,ihb,Papunesia,0,-2.94,132.29
2762,ihie1238,Ihievbe,Bookkeeping,ihi,Africa,0,7.01,6.09
2763,ijaz1238,Ija-Zuba,Bookkeeping,vki,Africa,0,8.97,6.99
2764,ikaa1238,Ika,Atlantic-Congo,ikk,Africa,0,6.36,6.31
2765,ikar1243,Ikaranggal,Pama-Nyungan,ikr,Australia,0,-15.54,143.35
2766,ikhi1234,Ikhin-Arokho,Atlantic-Congo,ikh,Africa,0,7.15,5.94
2767,ikiz1238,Ikizu,Atlantic-Congo,ikz,Africa,2,-1.99,34.36
2768,ikkk1242,Ik,Kuliak,ikx,Africa,0,3.61,34.25
2769,ikob1240,Ikobi,Turama-Kikori,meb,Papunesia,5,-7.3,143.62
2770,ikom1245,Ikoma-Nata,Atlantic-Congo,ntk,Africa,2,-1.95,34.54
2771,ikoo1245,Iko,Atlantic-Congo,iki,Africa,0,4.56,7.99
2772,ikpe1243,Ikpeshi,Atlantic-Congo,ikp,Africa,0,7.04,6.18
2773,ikpe1245,Ikpeng,Cariban,txi,South America,0,-11.38,-53.5
2774,ikpo1238,Ikposo,Atlantic-Congo,kpo,Africa,6,7.45,0.83
2775,ikug1238,Iku-Gora-Ankwa,Atlantic-Congo,ikv,Africa,0,10.28,7.84
2776,ikul1238,Ikulu,Atlantic-Congo,ikl,Africa,0,10.13,7.87
2777,ikwe1242,Ikwere,Atlantic-Congo,ikw,Africa,18,5.04,6.87
2778,ilaa1246,Ila,Atlantic-Congo,ilb,Africa,4,-15.61,26.46
2779,ilea1237,Ile Ape,Austronesian,ila,Papunesia,2,-8.39,123.44
2780,ilia1236,Ilianen Manobo,Austronesian,mbi,Papunesia,3,7.34,124.77
2781,ilit1241,Ili Turki,Turkic,ili,Eurasia,0,44.01,80.5
2782,iliu1237,Ili'uun,Austronesian,ilu,Papunesia,9,-7.84,125.9
2783,illy1234,Illyrian,Unclassifiable,xil,Eurasia,0,43,18
2784,ilok1237,Iloko,Austronesian,ilo,Papunesia,0,15.94,120.99
2785,ilon1239,Ilongot,Austronesian,ilk,Papunesia,5,16.38,121.55
2786,ilue1241,Ilue,Atlantic-Congo,ilv,Africa,0,4.79,8.25
2787,ilwa1237,Ilwana,Atlantic-Congo,mlk,Africa,0,-0.66,39.79
2788,imba1237,Imbabura,Unclassifiable,,South America,0,,
2789,imba1240,Imbabura Highland Quichua,Quechuan,qvi,South America,0,0.32,-78.37
2790,imbo1238,Imbongu,Nuclear Trans New Guinea,imo,Papunesia,1,-6.14,144.03
2791,imer1236,Imeraguen,Bookkeeping,ime,Africa,0,18.37,-16.35
2792,imon1245,Imonda,Border,imn,Papunesia,0,-3.31,141.17
2793,impe1235,Imperial Aramaic (700-300 BCE),Afro-Asiatic,arc,Eurasia,0,33.91,42.19
2794,imro1237,Imroing,Austronesian,imr,Papunesia,0,-7.97,129.65
2795,imun1234,Imunga Trade Language,Pidgin,,Papunesia,0,-8.08,146.57
2796,inab1237,Inabaknon,Austronesian,abx,Papunesia,0,12.43,124.17
2797,inap1241,Itutang-Inapang,Ramu,mzu,Papunesia,0,-4.68,144.9
2798,inap1242,Iñapari,Arawakan,inp,South America,2,-12.47,-69.31
2799,inar1241,Inari Saami,Uralic,smn,Eurasia,0,69.42,27.87
2800,indi1237,Indian Sign Language,Sign Language,ins,Eurasia,6,27.52,79.68
2801,indo1291,Jakartan Sign Language,Sign Language,inl,Papunesia,0,-7.91,112.38
2802,indo1316,Standard Indonesian,Austronesian,ind,Papunesia,3,-7.33,109.72
2803,indo1317,Indonesian Bajau,Austronesian,bdl,Papunesia,11,-3.69,122.25
2804,indr1247,Indri,Atlantic-Congo,idr,Africa,0,8.82,25.98
2805,indu1241,Indus Kohistani,Indo-European,mvy,Eurasia,2,35.34,73.02
2806,ineb1235,Inebu One,Nuclear Torricelli,oin,Papunesia,0,-3.38,141.89
2807,ines1240,Ineseño,Chumashan,inz,North America,0,34.62,-120.08
2808,inga1252,Colombian Inga,Quechuan,inb,South America,7,1,-76.86
2809,inga1254,Ingain,Nuclear-Macro-Je,,South America,0,-24.62,-54.25
2810,ingr1248,Ingrian,Uralic,izh,Eurasia,7,59.47,29.71
2811,ingu1240,Ingush,Nakh-Daghestanian,inh,Eurasia,0,43.11,45.03
2812,inla1260,Inlaod Itneg,Austronesian,iti,Papunesia,0,17.62,120.65
2813,inma1234,Inmaculada Sign Language,Sign Language,,South America,0,-12.14,-77.02
2814,inok1238,Inoke-Yate,Nuclear Trans New Guinea,ino,Papunesia,0,-6.32,145.54
2815,inon1237,Inonhan,Austronesian,loc,Papunesia,4,12.28,122.03
2816,inor1238,Inoric,Afro-Asiatic,ior,Africa,4,7.95,37.8
2817,inpu1234,Inpui Naga,Sino-Tibetan,nkf,Eurasia,0,24.88,93.81
2818,inte1239,Interlingua (International Auxiliary Language Association),Artificial Language,ina,Eurasia,0,48.2,2.62
2819,inte1259,International Sign,Sign Language,ils,Eurasia,0,44.95,11.4
2820,inte1260,Interlingue (Occidental),Artificial Language,ile,,0,,
2821,inte1261,Interglossa,Artificial Language,igs,Eurasia,0,,
2822,inte1262,Interlingue,Artificial Language,ine,Eurasia,0,,
2823,inte1263,Interslavic zonal constructed language,Artificial Language,,Eurasia,0,49.08,17.44
2824,inth1238,Intha-Danu,Sino-Tibetan,int,Eurasia,2,20.39,96.94
2825,inui1247,Inuit Sign Language,Sign Language,iks,North America,0,63.75,-68.52
2826,ioit1234,Ioi Trade Jargon,Pidgin,,Papunesia,0,-8.1,146.59
2827,iowa1245,Iowa-Oto,Siouan,iow,North America,3,40.05,-95.52
2828,,,,,,,,
2829,ipai1240,Ipai,Cochimi-Yuman,,North America,0,33.01,-116.99
2830,ipal1235,Ipalapa Amuzgo,Otomanguean,azm,North America,0,16.51,-98.01
2831,ipek1240,Ipeka-Tapuia,Bookkeeping,paj,,0,,
2832,ipik1244,Ipiko,Anim,ipo,Papunesia,0,-7.37,144.86
2833,ipil1240,Ipili,Nuclear Trans New Guinea,ipi,Papunesia,3,-5.43,143.09
2834,ipul1238,Ipulo-Olulu,Atlantic-Congo,ass,Africa,3,6.29,9.65
2835,iqui1243,Iquito,Zaparoan,iqu,South America,1,-3.31,-73.97
2836,iran1262,Iranun,Austronesian,ill,Papunesia,4,4.34,118.22
2837,iran1263,Irántxe-Münkü,,irn,South America,2,-12.72,-57.98
2838,iraq1241,Iraqw,Afro-Asiatic,irk,Africa,1,-4.2,35.29
2839,iraq1246,Iraqi Sign Language,Sign Language,,Eurasia,0,33.31,44.38
2840,irar1238,Irarutu,Austronesian,irh,Papunesia,0,-2.94,133.59
2841,iray1237,Iraya,Austronesian,iry,Papunesia,6,13.38,120.65
2842,ires1239,Yerisiam,Austronesian,ire,Papunesia,0,-3.63,135.03
2843,irig1241,Irigwe,Atlantic-Congo,iri,Africa,0,9.85,8.65
2844,irig1242,Iriga Bicolano,Austronesian,bto,Papunesia,0,13.39,123.33
2845,iris1235,Irish Sign Language,Sign Language,isg,Eurasia,0,53.31,-6.37
2846,iris1253,Irish,Indo-European,gle,Eurasia,3,53.22,-7.62
2847,iron1242,Iron Ossetian,Indo-European,oss,Eurasia,5,42.98,44.61
2848,irrr1240,Ir,Bookkeeping,irr,Eurasia,0,15.72,106.56
2849,irul1243,Irula of the Nilgiri,Dravidian,iru,Eurasia,6,12.71,79.95
2850,isab1240,Isabi,Nuclear Trans New Guinea,isa,Papunesia,0,-5.84,145.46
2851,isan1243,Isanzu,Atlantic-Congo,isn,Africa,0,-4,34.85
2852,isar1235,Isarog Agta,Austronesian,agk,Papunesia,0,13.65,123.33
2853,isco1239,Isconahua,Pano-Tacanan,isc,South America,0,-7.75,-74.52
2854,iseb1246,Isebe,Nuclear Trans New Guinea,igo,Papunesia,3,-5.21,145.69
2855,isek1239,Isekiri,Atlantic-Congo,its,Africa,0,5.82,5.59
2856,ishk1246,Ishkashimi,Indo-European,isk,Eurasia,2,36.67,71.55
2857,isim1234,Isimjeega-Rootigaanga,Nilotic,,Africa,2,-3.42,35.43
2858,isin1239,Isinai,Austronesian,inn,Papunesia,0,16.33,121.12
2859,isir1237,Isirawa,Greater Kwerba,srl,Papunesia,2,-1.89,138.59
2860,isla1277,Island Takic,Uto-Aztecan,,North America,0,33.25,-119.5
2861,isla1278,Island Carib,Arawakan,crb,North America,1,15.36,-61.34
2862,isna1241,Isnag,Austronesian,isd,Papunesia,5,18.21,121.16
2863,isok1239,Isoko,Atlantic-Congo,iso,Africa,22,5.53,6.25
2864,isol1239,Isolado do Tanaru,Unattested,,South America,0,,
2865,isra1236,Israeli Sign Language,Sign Language,isr,Eurasia,0,31.53,34.76
2866,isse1238,Isenye,Atlantic-Congo,,Africa,0,-2.02,34.41
2867,isth1238,Isthmus Mixe,Mixe-Zoque,mir,North America,0,16.95,-95.07
2868,isth1240,Isthmus-Cosoleacaque Nahuatl,Uto-Aztecan,nhk,North America,0,17.94,-94.73
2869,isth1241,Isthmus-Pajapan Nahuatl,Uto-Aztecan,nhp,North America,0,18.25,-94.66
2870,isth1242,Isthmus-Mecayapan Nahuatl,Uto-Aztecan,nhx,North America,0,18.2,-94.75
2871,isth1244,Isthmus Zapotec,Otomanguean,zai,North America,0,16.45,-94.84
2872,istr1244,Istriot,Indo-European,ist,Eurasia,0,45.09,13.64
2873,istr1245,Istro-Romanian,Indo-European,ruo,Eurasia,0,45.43,14.2
2874,isuf1235,Isu (Fako Division),Atlantic-Congo,szv,Africa,0,3.97,9.37
2875,isum1240,Isu (Menchum Division),Atlantic-Congo,isu,Africa,0,6.64,9.97
2876,isya1234,Isyarat Lama Asli Bali,Sign Language,,Papunesia,0,-8.54,115.33
2877,isya1235,Isyarat Lama Cicendo,Sign Language,,Papunesia,0,-6.91,107.6
2878,ital1275,Italian Sign Language,Sign Language,ise,Eurasia,0,42.73,12.43
2879,ital1282,Italian,Indo-European,ita,Eurasia,4,43.05,12.65
2880,itaw1240,Itawit,Austronesian,itv,Papunesia,0,17.73,121.58
2881,itel1242,West Itelmen,Chukotko-Kamchatkan,itl,Eurasia,2,56.05,156.31
2882,iten1243,Itene,Chapacuran,ite,South America,1,-12.3,-64.98
2883,iter1241,Iteri,Left May,itr,Papunesia,0,-4.12,141.59
2884,itik1240,Itik,Tor-Orya,itx,Papunesia,2,-2.18,139.34
2885,iton1250,Itonama,,ito,South America,0,-12.8,-64.36
2886,itoo1242,Ito,Atlantic-Congo,itw,Africa,0,5.14,8.05
2887,itum1245,Itu Mbon Uzo,Atlantic-Congo,itm,Africa,0,5.53,7.8
2888,itun1239,Itundujia Mixtec,Otomanguean,mce,North America,0,16.78,-97.6
2889,itut1240,Itutang,Bookkeeping,itu,,0,,
2890,itza1241,Itza',Mayan,itz,North America,0,17.03,-89.87
2891,iumi1238,Iu Mien,Hmong-Mien,ium,Eurasia,8,20.83,101.17
2892,ivat1242,Itbayat,Austronesian,ivv,Papunesia,0,20.77,121.85
2893,ivbi1241,Ivbie North-Okpela-Arhe,Atlantic-Congo,atg,Africa,3,7.15,6.21
2894,iwai1244,Iwaidja,Iwaidjan Proper,ibd,Australia,1,-11.34,132.45
2895,iwak1237,I-Wak,Austronesian,iwk,Papunesia,0,16.3,120.79
2896,iwal1237,Iwal,Austronesian,kbm,Papunesia,0,-7.21,146.98
2897,iwam1256,Iwam,Sepik,iwm,Papunesia,0,-4.27,141.82
2898,iwur1240,Morop-Dintere,Nuclear Trans New Guinea,iwo,Papunesia,0,-5.11,140.82
2899,ixca1245,Ixcatec,Otomanguean,ixc,North America,0,17.76,-97.12
2900,ixca1246,Ixcatlán Mazatec,Otomanguean,mzi,North America,0,18.15,-96.57
2901,ixil1251,Ixil,Mayan,ixl,North America,3,15.46,-90.89
2902,ixta1235,Ixtayutla Mixtec,Otomanguean,vmj,North America,0,16.58,-97.58
2903,ixte1237,Ixtenco Otomi,Otomanguean,otz,North America,0,19.21,-98.03
2904,iyay1238,Iyayu,Atlantic-Congo,iya,Africa,0,7.3,5.84
2905,iyiv1238,Iyive,Atlantic-Congo,uiv,Africa,0,6.5,9.53
2906,iyoj1235,Riverine Chorote,Mataguayan,crt,South America,0,-22.19,-63.24
2907,iyoo1238,Iyo,Nuclear Trans New Guinea,nca,Papunesia,0,-5.84,146.09
2908,iyow1239,Forest Chorote,Mataguayan,crq,South America,2,-22.21,-62.65
2909,izer1241,Izere,Atlantic-Congo,izr,Africa,0,9.5,8.7
2910,izer1243,Izere (Retired),Bookkeeping,fiz,,0,,
2911,izie1238,Izi-Ezaa-Ikwo-Mgbo,Atlantic-Congo,izi,Africa,4,6.32,8.03
2912,izon1238,Izon,Ijoid,ijc,Africa,27,5.18,5.52
2913,izor1238,Izora,Atlantic-Congo,cbo,Africa,0,10.47,8.76
2914,jaba1234,Jabal Razih,Afro-Asiatic,rzh,Eurasia,0,16.91,43.24
2915,jadd1243,Jad,Sino-Tibetan,jda,Eurasia,2,30.24,79.15
2916,jadg1238,Jadgali,Indo-European,jdg,Eurasia,0,26.97,63.53
2917,jaha1245,Jahanka,Mande,jad,Africa,0,11.54,-12.73
2918,jahh1242,Jah Hut,Austroasiatic,jah,Eurasia,7,3.68,102.29
2919,jair1235,Kia River Awyu,Nuclear Trans New Guinea,awv,Papunesia,0,-6.8,140.1
2920,jaka1245,Inku,Indo-European,jat,Eurasia,0,36,68.61
2921,jaka1246,"Jakalteko, Western",Bookkeeping,jai,North America,0,,
2922,jaku1244,Jakun,Austronesian,jak,Eurasia,0,2.65,103.34
2923,jala1237,Jalapa De Díaz Mazatec,Otomanguean,maj,North America,0,18.08,-96.5
2924,jalk1242,Jalkunan,Mande,bxl,Africa,0,10.54,-5.22
2925,jama1256,Jamaican Country Sign Language,Sign Language,jcs,North America,0,18.05,-77.76
2926,jama1261,Madi,Arawan,jaa,South America,3,-7.62,-66.57
2927,jama1262,Jamaican Creole English,Indo-European,jam,North America,2,18.13,-77.26
2928,jama1263,Jamaican Sign Language,Sign Language,jls,North America,0,18,-76.93
2929,,,,,,,,
2930,jamb1236,Jambi Malay,Austronesian,jax,Papunesia,2,-2.65,103.13
2931,jami1235,Jamiltepec Mixtec,Otomanguean,mxt,North America,0,16.23,-97.84
2932,jams1239,Jamsay Dogon,Dogon,djm,Africa,5,14.18,-2.58
2933,jamt1238,Jamtska,Indo-European,jmk,Eurasia,0,63.12,14.56
2934,jana1236,Jan-Awei,Atlantic-Congo,,Africa,0,9.66,11.38
2935,jand1246,Jandavra,Indo-European,jnd,Eurasia,0,25.62,69.76
2936,jang1254,Jangshung,Sino-Tibetan,jna,Eurasia,0,31.57,78.43
2937,jang1257,Jangkang,Austronesian,djo,Papunesia,0,0.3,110.65
2938,janj1240,Janji,Atlantic-Congo,jni,Africa,0,10.12,8.63
2939,japa1238,Japanese Sign Language,Sign Language,jsl,Eurasia,4,36.02,139.08
2940,japh1234,Japhug,Sino-Tibetan,,Eurasia,2,32.1,102.36
2941,japr1238,Japrería,Cariban,jru,South America,0,10.55,-72.71
2942,jaqa1244,Jaqaru,Aymaran,jqr,South America,0,-12.74,-75.81
2943,jara1245,Jarawa (India),Jarawa-Onge,anq,Eurasia,0,11.61,92.66
2944,jara1263,Jarawa (Nigeria),Atlantic-Congo,jar,Africa,5,9.8,9.61
2945,jara1266,Jarai,Austronesian,jra,Eurasia,10,13.62,107.81
2946,jara1274,Jara,Afro-Asiatic,jaf,Africa,0,10.52,11.7
2947,jarg1234,Jargon Loucheux,Pidgin,,North America,0,,
2948,jaru1254,Jaru,Pama-Nyungan,ddj,Australia,4,-18.33,128.26
2949,jaru1257,Jaruára,Bookkeeping,jap,,0,,
2950,jauj1238,Jauja Wanca Quechua,Quechuan,qxw,South America,0,-11.67,-75.28
2951,jaun1243,Jaunsari,Indo-European,jns,Eurasia,0,30.56,77.91
2952,java1254,Javanese,Austronesian,jav,Papunesia,25,-7,109.29
2953,javi1237,Javindo,Indo-European,jvd,Papunesia,0,-7.03,110.42
2954,jawe1237,Jawe,Austronesian,jaz,Papunesia,0,-20.66,164.68
2955,jaya1242,Jaya,Central Sudanic,jyy,Africa,0,12.37,17.94
2956,jebe1250,Jebero,Cahuapanan,jeb,South America,0,-5.4,-76.41
2957,jede1239,Jedek,Austroasiatic,,Eurasia,0,5.3,101.75
2958,jeha1242,Jehai,Austroasiatic,jhi,Eurasia,2,5.64,101.54
2959,jehh1245,Jeh,Austroasiatic,jeh,Eurasia,2,15.24,107.75
2960,jeju1234,Jejueo,Koreanic,jje,Eurasia,0,33.38,126.56
2961,jeme1245,Towa,Kiowa-Tanoan,tow,North America,0,35.6,-106.77
2962,jena1242,Jenaama Bozo,Mande,bze,Africa,4,15.5,-4
2963,jeni1237,Jenipapo-Kanindé,Unclassifiable,,South America,0,,
2964,jenn1240,Jennu Kurumba,Dravidian,xuj,Eurasia,2,11.5,76.58
2965,jere1244,Jere,Atlantic-Congo,jer,Africa,4,10.2,8.96
2966,jeri1242,Jeli,Mande,jek,Africa,0,9.4,-5.67
2967,jeru1240,Jerung,Sino-Tibetan,jee,Eurasia,3,27.17,86.25
2968,jewi1240,Jewish Babylonian Aramaic (ca. 200-1200 CE),Afro-Asiatic,tmr,Eurasia,0,32.27,44.24
2969,jhan1234,Jhyankot Sign Language,Sign Language,jhs,Eurasia,0,28.93,82.9
2970,jiam1236,Jiamao,Tai-Kadai,jio,Eurasia,0,18.55,109.85
2971,jiar1242,Jiarong,Bookkeeping,,,0,,
2972,jiba1237,Jiba,Atlantic-Congo,juo,Africa,0,9.27,11.51
2973,jibu1239,Jibu,Atlantic-Congo,jib,Africa,3,7.49,11.31
2974,jica1244,Jicarilla Apache,Athabaskan-Eyak-Tlingit,apj,North America,0,36.81,-107.01
2975,jiid1238,Jiiddu,Afro-Asiatic,jii,Africa,0,1.84,44.13
2976,jilb1238,Jilbe,Afro-Asiatic,jie,Africa,0,11.8,14.58
2977,jili1241,Sgi Bara,Nuclear Trans New Guinea,jil,Papunesia,0,-5.57,145.71
2978,jimi1254,Jimi (Cameroon),Afro-Asiatic,jim,Africa,5,10.25,13.53
2979,jimi1255,Jimi (Nigeria),Afro-Asiatic,jmi,Africa,1,10.73,9.81
2980,jina1244,Jina,Afro-Asiatic,jia,Africa,3,11.36,14.96
2981,jiny1235,Jinyu Chinese,Sino-Tibetan,cjy,Eurasia,3,38.83,111.28
2982,jion1236,Jiongnai Bunu,Hmong-Mien,pnu,Eurasia,0,23.87,110.01
2983,jira1235,Jirajaran,,,South America,3,10.57,-69.7
2984,jire1238,Jirel,Sino-Tibetan,jul,Eurasia,0,27.69,86.32
2985,jiru1238,Jiru,Atlantic-Congo,jrr,Africa,0,8.64,10.59
2986,jita1239,Jita,Atlantic-Congo,jit,Africa,0,-1.63,33.91
2987,jito1235,Jitotolteco,Mixe-Zoque,,North America,0,17.05,-92.86
2988,jizh1234,Jizhao,Tai-Kadai,,Eurasia,0,21.39,110.87
2989,jjuu1238,Jju,Atlantic-Congo,kaj,Africa,0,9.83,7.97
2990,joba1238,Joba,Atlantic-Congo,job,Africa,0,-3.46,29
2991,joek1234,Joeka-Oajana Pidgin,Pidgin,,South America,0,,
2992,jofo1235,Jofotek-Bromnya,Tor-Orya,jbr,Papunesia,0,-2.25,139.3
2993,jogi1234,Jogi in the Sindh area,Bookkeeping,jog,Eurasia,0,,
2994,jola1262,Jola-Esulalu,Atlantic-Congo,csk,Africa,6,12.51,-16.55
2995,jola1263,Jola-Fonyi,Atlantic-Congo,dyo,Africa,5,12.76,-15.74
2996,jonk1238,Jonkor Bourmataguil,Afro-Asiatic,jeu,Africa,2,11.5,19.1
2997,jora1240,Jorá,Tupian,jor,South America,0,-15.75,-63.21
2998,jord1238,Levantine Arabic Sign Language,Sign Language,jos,Eurasia,0,31.82,36.08
2999,jord1239,Jordanian Bengali Pidgin Arabic,Pidgin,,Eurasia,0,32.54,35.86
3000,jort1240,Jakattoe,Afro-Asiatic,jrt,Africa,0,9.06,9.36
3001,jova1234,Jova,Uto-Aztecan,,North America,0,28.5,-109
3002,jowu1238,Jowulu,Mande,jow,Africa,0,10.77,-5.48
3003,juan1238,Juang,Austroasiatic,jun,Eurasia,0,21.26,85.58
3004,jude1255,Judeo-Italian,Indo-European,itk,Eurasia,0,43.13,11.47
3005,jude1256,Judeo-Tat,Indo-European,jdt,Eurasia,9,42.07,48.26
3006,jude1257,Judeo-Persian,Indo-European,jpr,Eurasia,0,31.45,43.57
3007,jude1262,Judeo-Berber,Bookkeeping,jbe,Africa,0,30.9,-7.95
3008,jude1264,Judeo-Tripolitanian Arabic,Afro-Asiatic,yud,Eurasia,0,31.96,34.74
3009,jude1265,Judeo-Moroccan Arabic,Afro-Asiatic,aju,Africa,2,33.5,-7.5
