,Name,Status,Link,Speakers,Glottocode,Country
3840,Kwoma,Definitely endangered,https://en.wal.unesco.org/languages/kwoma,9999,kwom1262,N/A
3841,Kwoma-Manambu Pidgin,Not in use,https://en.wal.unesco.org/languages/kwoma-manambu-pidgin,0,kwom1264,N/A
3842,Kwomtari,Definitely endangered,https://en.wal.unesco.org/languages/kwomtari,999,nucl1593,N/A
3843,Kxoe,Definitely endangered,https://en.wal.unesco.org/languages/kxoe,9999,kxoe1243,Zambia
3844,Kyak,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
3845,Kyak,Endangered/unsafe,https://en.wal.unesco.org/languages/kyak,9999,kyak1243,N/A
3846,Kyaka,Endangered/unsafe,https://en.wal.unesco.org/languages/kyaka,9999,kyak1244,N/A
3847,Kyenele,Definitely endangered,https://en.wal.unesco.org/languages/kyenele,9999,kyen1243,N/A
3848,Kyenga,Definitely endangered,https://en.wal.unesco.org/languages/kyenga,99999,kyen1242,N/A
3849,Kyerung,Definitely endangered,https://en.wal.unesco.org/languages/kyerung,99,kyer1238,N/A
3850,La'bi,Definitely endangered,https://en.wal.unesco.org/languages/labi,9999,labi1244,N/A
3851,Láá Láá Bwamu,Endangered/unsafe,https://en.wal.unesco.org/languages/laa-laa-bwamu,99999,laal1241,N/A
3852,Laal,Definitely endangered,https://en.wal.unesco.org/languages/laal,999,laal1242,N/A
3853,Laamtuk Thet,Endangered/unsafe,https://en.wal.unesco.org/languages/laamtuk-thet,999,tawr1235,Myanmar
3854,Laari,Potentially vulnerable,https://en.wal.unesco.org/languages/laari,999999,laar1238,N/A
3855,Label,Definitely endangered,https://en.wal.unesco.org/languages/label,999,labe1239,N/A
3856,Labir,Endangered/unsafe,https://en.wal.unesco.org/languages/labir,999,labi1245,N/A
3857,Labo Phowa,Endangered/unsafe,https://en.wal.unesco.org/languages/labo-phowa,99999,labo1243,N/A
3858,Labu,Definitely endangered,https://en.wal.unesco.org/languages/labu,9999,labu1248,N/A
3859,Labuk-Kinabatangan Kadazan,Endangered/unsafe,https://en.wal.unesco.org/languages/labuk-kinabatangan-kadazan,99999,labu1249,N/A
3860,Lacandon,Definitely endangered,https://en.wal.unesco.org/languages/lacandon,999,laca1243,Mexico
3861,Lachi,Definitely endangered,https://en.wal.unesco.org/languages/lachi,9999,lach1248,N/A
3862,Lachiguiri Zapotec,Definitely endangered,https://en.wal.unesco.org/languages/lachiguiri-zapotec,9999,lach1250,N/A
3863,Lachixío Zapotec,Definitely endangered,https://en.wal.unesco.org/languages/lachixio-zapotec,9999,lach1249,N/A
3864,Ladin,Definitely endangered,https://en.wal.unesco.org/languages/ladin,99999,ladi1250,N/A
3865,Ladino,Potentially vulnerable,https://en.wal.unesco.org/languages/ladino,999999,ladi1251,N/A
3866,Laeko-Libuat,Definitely endangered,https://en.wal.unesco.org/languages/laeko-libuat,999,laek1243,N/A
3867,Lafofa,Definitely endangered,https://en.wal.unesco.org/languages/lafofa,9999,lafo1243,Sudan
3868,Laghu,Not in use,https://en.wal.unesco.org/languages/laghu,0,lagh1246,N/A
3869,Laghuu,Definitely endangered,https://en.wal.unesco.org/languages/laghuu,999,lagh1245,N/A
3870,Lagwan,Endangered/unsafe,https://en.wal.unesco.org/languages/lagwan,9999,lagw1237,N/A
3871,Laha (Indonesia),Definitely endangered,https://en.wal.unesco.org/languages/laha-indonesia,9999,laha1251,N/A
3872,Laha (Viet Nam),Severely endangered,https://en.wal.unesco.org/languages/laha-viet-nam,9999,laha1250,N/A
3873,Lahanan,Definitely endangered,https://en.wal.unesco.org/languages/lahanan,999,laha1253,N/A
3874,Lahauli,Endangered/unsafe,https://en.wal.unesco.org/languages/lahauli,99999,N/A,N/A
3875,Lahnda,Potentially vulnerable,https://en.wal.unesco.org/,N/A,N/A,N/A
3876,Lahnda,Potentially vulnerable,https://en.wal.unesco.org/languages/lahnda,99999999,N/A,India
3877,Lahta-Zayein Karen,Endangered/unsafe,https://en.wal.unesco.org/languages/lahta-zayein-karen,9999,zaye1235,Myanmar
3878,Lahu,Potentially vulnerable,https://en.wal.unesco.org/languages/lahu,999999,lahu1253,Myanmar
3879,Lahu Shi,Potentially vulnerable,https://en.wal.unesco.org/languages/lahu-shi,999999,lahu1252,Myanmar
3880,Lahul Lohar,Definitely endangered,https://en.wal.unesco.org/languages/lahul-lohar,999,lahu1250,N/A
3881,Laimbue,Endangered/unsafe,https://en.wal.unesco.org/languages/laimbue,9999,laim1240,N/A
3882,Laiyolo,Definitely endangered,https://en.wal.unesco.org/languages/laiyolo,999,laiy1246,N/A
3883,Lak,Potentially vulnerable,https://en.wal.unesco.org/languages/lak,999999,lakk1252,Russian Federation
3884,Laka (Chad),Endangered/unsafe,https://en.wal.unesco.org/languages/laka-chad,99999,laka1254,N/A
3885,Lakalei,Definitely endangered,https://en.wal.unesco.org/languages/lakalei,99999,laka1255,N/A
3886,Lake Miwok,Not in use,https://en.wal.unesco.org/languages/lake-miwok,0,lake1258,N/A
3887,Lakha,Definitely endangered,https://en.wal.unesco.org/languages/lakha,9999,lakh1240,N/A
3888,Laki,Potentially vulnerable,https://en.wal.unesco.org/languages/laki,999999,laki1244,N/A
3889,Lakkia,Definitely endangered,https://en.wal.unesco.org/languages/lakkia,9999,lakk1238,N/A
3890,Lakon,Definitely endangered,https://en.wal.unesco.org/languages/lakon,999,lako1245,N/A
3891,Lakondê,Definitely endangered,https://en.wal.unesco.org/languages/lakonde,9,lako1248,N/A
3892,Lakota,Definitely endangered,https://en.wal.unesco.org/languages/lakota,9999,lako1247,N/A
3893,Lakota Dida,Endangered/unsafe,https://en.wal.unesco.org/languages/lakota-dida,99999,lako1244,N/A
3894,Lakuramau,Endangered/unsafe,https://en.wal.unesco.org/languages/lakuramau,999,laku1238,N/A
3895,Lala,Endangered/unsafe,https://en.wal.unesco.org/languages/lala,9999,lala1268,Zambia
3896,Lala-Bisa,Potentially vulnerable,https://en.wal.unesco.org/languages/lala-bisa,999999,lala1264,N/A
3897,Lala-Roba,Endangered/unsafe,https://en.wal.unesco.org/languages/lala-roba,99999,lala1261,N/A
3898,Lalana Chinantec,Endangered/unsafe,https://en.wal.unesco.org/languages/lalana-chinantec,99999,lala1270,N/A
3899,Lama (Togo),Potentially vulnerable,https://en.wal.unesco.org/languages/lama-togo,999999,lama1275,Benin
3900,Lamaholot,Potentially vulnerable,https://en.wal.unesco.org/languages/lamaholot,999999,lama1277,N/A
3901,Lamalama,Critically endangered,https://en.wal.unesco.org/languages/lamalama,N/A,lamu1254,N/A
3902,Lamang,Endangered/unsafe,https://en.wal.unesco.org/languages/lamang,99999,lama1288,N/A
3903,Lamatuka,Endangered/unsafe,https://en.wal.unesco.org/languages/lamatuka,9999,lama1279,N/A
3904,Lamba,Potentially vulnerable,https://en.wal.unesco.org/languages/lamba,999999,lamb1271,Zambia
3905,Lambadi,Potentially vulnerable,https://en.wal.unesco.org/languages/lambadi,9999999,lamb1269,India
3906,Lambayeque Quechua,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
3907,Lambayeque Quechua,Definitely endangered,https://en.wal.unesco.org/languages/lambayeque-quechua,99999,lamb1276,N/A
3908,Lamboya,Definitely endangered,https://en.wal.unesco.org/languages/lamboya,99999,lamb1273,N/A
3909,Lambya,Endangered/unsafe,https://en.wal.unesco.org/languages/lambya,99999,lamb1272,Zambia
3910,Lame,Endangered/unsafe,https://en.wal.unesco.org/languages/lame,9999,lame1257,N/A
3911,Lamenu,Definitely endangered,https://en.wal.unesco.org/languages/lamenu,999,lame1260,N/A
3912,Lamet,Endangered/unsafe,https://en.wal.unesco.org/languages/lamet,99999,lame1256,N/A
3913,Lamja-Dengsa-Tola,Endangered/unsafe,https://en.wal.unesco.org/languages/lamja-dengsa-tola,9999,lamj1245,N/A
3914,Lamjung-Melamchi Yolmo,Definitely endangered,https://en.wal.unesco.org/languages/lamjung-melamchi-yolmo,9999,hela1238,Nepal
3915,Lamkang,Definitely endangered,https://en.wal.unesco.org/languages/lamkang,9999,lamk1238,India
3916,Lamnso',Potentially vulnerable,https://en.wal.unesco.org/languages/lamnso,999999,lamn1239,Cameroon
3917,Lamo,Definitely endangered,https://en.wal.unesco.org/languages/lamo,9999,lamo1245,India
3918,Lamogai,Endangered/unsafe,https://en.wal.unesco.org/languages/lamogai,9999,lamo1244,N/A
3919,Lampung Api,Potentially vulnerable,https://en.wal.unesco.org/languages/lampung-api,999999,lamp1243,N/A
3920,Lampung Nyo,Endangered/unsafe,https://en.wal.unesco.org/languages/lampung-nyo,99999,lamp1242,N/A
3921,Lamu,Definitely endangered,https://en.wal.unesco.org/languages/lamu,999,lamu1257,N/A
3922,Lanas Lobu,Definitely endangered,https://en.wal.unesco.org/languages/lanas-lobu,9999,lana1236,N/A
3923,Landoma,Endangered/unsafe,https://en.wal.unesco.org/languages/landoma,99999,land1256,N/A
3924,Langbashe,Endangered/unsafe,https://en.wal.unesco.org/languages/langbashe,99999,lang1318,N/A
3925,Langi,Potentially vulnerable,https://en.wal.unesco.org/languages/langi,999999,lang1320,N/A
3926,Langnian Buyang,Severely endangered,https://en.wal.unesco.org/languages/langnian-buyang,999,lang1316,N/A
3927,Lango (Sudan),Endangered/unsafe,https://en.wal.unesco.org/languages/lango-sudan,99999,lang1322,South Sudan
3928,Lango (Uganda),Potentially vulnerable,https://en.wal.unesco.org/languages/lango-uganda,9999999,lang1324,N/A
3929,Langue de Signes Malienne,Definitely endangered,https://en.wal.unesco.org/languages/langue-de-signes-malienne,99999,bama1249,N/A
3930,Langue des signes de Belgique Francophone,Endangered/unsafe,https://en.wal.unesco.org/languages/langue-des-signes-de-belgique-francophone,9999,lang1248,Belgium
3931,Langue des Signes de Bouakako,Endangered/unsafe,https://en.wal.unesco.org/languages/langue-des-signes-de-bouakako,99,lang1336,N/A
3932,Langue des Signes Zairoise,Potentially vulnerable,https://en.wal.unesco.org/languages/langue-des-signes-zairoise,9999999,lang1335,N/A
3933,Lanoh,Definitely endangered,https://en.wal.unesco.org/languages/lanoh,999,lano1248,N/A
3934,Lao,Safe,https://en.wal.unesco.org/languages/lao,9999999,laoo1244,N/A
3935,Laomian,Definitely endangered,https://en.wal.unesco.org/languages/laomian,9999,laom1237,Myanmar
3936,Lapaguía-Guivini Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/lapaguia-guivini-zapotec,9999,lapa1249,N/A
3937,Lapuyan Subanun,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
3938,Lapuyan Subanun,Endangered/unsafe,https://en.wal.unesco.org/languages/lapuyan-subanun,99999,lapu1236,N/A
3939,Laragia,Critically endangered,https://en.wal.unesco.org/languages/laragia,N/A,lara1258,N/A
3940,Larantuka Malay,Definitely endangered,https://en.wal.unesco.org/languages/larantuka-malay,99999,lara1260,N/A
3941,Lardil,Critically endangered,https://en.wal.unesco.org/languages/lardil,99,lard1243,N/A
3942,Larestani,Potentially vulnerable,https://en.wal.unesco.org/languages/larestani,999999,lari1253,N/A
3943,Larevat,Definitely endangered,https://en.wal.unesco.org/languages/larevat,999,lare1249,N/A
3944,Larike-Wakasihu,Definitely endangered,https://en.wal.unesco.org/languages/larike-wakasihu,99999,lari1255,N/A
3945,Larteh,Endangered/unsafe,https://en.wal.unesco.org/languages/larteh,99999,lart1238,N/A
3946,Laru (Nigeria),Definitely endangered,https://en.wal.unesco.org/languages/laru-nigeria,9999,laru1238,N/A
3947,Laru (North Sudan),Endangered/unsafe,https://en.wal.unesco.org/languages/laru-north-sudan,99999,laro1243,Sudan
3948,Lasalimu,Definitely endangered,https://en.wal.unesco.org/languages/lasalimu,9999,lasa1237,N/A
3949,Lasgerdi,Definitely endangered,https://en.wal.unesco.org/languages/lasgerdi,999,lasg1238,N/A
3950,Lashi,Endangered/unsafe,https://en.wal.unesco.org/languages/lashi,99999,lash1243,Myanmar
3951,Lasi,Endangered/unsafe,https://en.wal.unesco.org/languages/lasi,99999,lasi1242,Pakistan
3952,Late Palestinian Aramaic,Not in use,https://en.wal.unesco.org/languages/late-palestinian-aramaic,0,late1255,N/A
3953,Latgalian,Potentially vulnerable,https://en.wal.unesco.org/languages/latgalian,999999,latv1249,Latvia
3954,Latin,Not in use,https://en.wal.unesco.org/languages/latin,0,lati1261,N/A
3955,Latu,Severely endangered,https://en.wal.unesco.org/languages/latu,9999,latu1237,N/A
3956,Latundê,Definitely endangered,https://en.wal.unesco.org/languages/latunde,9,latu1238,N/A
3957,Latvian,Safe,https://en.wal.unesco.org/languages/latvian,9999999,latv1249,Latvia
3958,Latvian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/latvian-sign-language,N/A,latv1245,Latvia
3959,Lau,Endangered/unsafe,https://en.wal.unesco.org/languages/lau,99999,lauu1247,N/A
3960,Laua,Not in use,https://en.wal.unesco.org/languages/laua,0,laua1245,N/A
3961,Lauan,Endangered/unsafe,https://en.wal.unesco.org/languages/lauan,99999,laua1243,N/A
3962,Lauje,Definitely endangered,https://en.wal.unesco.org/languages/lauje,99999,lauj1238,N/A
3963,Laurentian,Not in use,https://en.wal.unesco.org/languages/laurentian,0,laur1250,N/A
3964,Lautu,Endangered/unsafe,https://en.wal.unesco.org/languages/lautu,99999,laut1236,Myanmar
3965,Lavatbura-Lamusong,Endangered/unsafe,https://en.wal.unesco.org/languages/lavatbura-lamusong,9999,lava1239,N/A
3966,Laven,Definitely endangered,https://en.wal.unesco.org/languages/laven,99999,lave1248,N/A
3967,Lavu-Yongsheng-Talu,Endangered/unsafe,https://en.wal.unesco.org/languages/lavu-yongsheng-talu,99999,talu1238,N/A
3968,Lavukaleve,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
3969,Lavukaleve,Definitely endangered,https://en.wal.unesco.org/languages/lavukaleve,9999,lavu1241,N/A
3970,Lawangan,Potentially vulnerable,https://en.wal.unesco.org/languages/lawangan,999999,lawa1257,N/A
3971,Lawi,Critically endangered,https://en.wal.unesco.org/languages/lawi,999,lawi1235,N/A
3972,Lawu,Critically endangered,https://en.wal.unesco.org/languages/lawu,99,lawu1238,N/A
3973,Lawunuia,Endangered/unsafe,https://en.wal.unesco.org/languages/lawunuia,999,lawu1237,N/A
3974,Layakha,Definitely endangered,https://en.wal.unesco.org/languages/layakha,9999,laya1253,N/A
3975,Laz,Endangered/unsafe,https://en.wal.unesco.org/languages/laz,99999,lazz1240,Türkiye
3976,Laze,Critically endangered,https://en.wal.unesco.org/languages/laze,999,laze1238,N/A
3977,Lealao Chinantec,Endangered/unsafe,https://en.wal.unesco.org/languages/lealao-chinantec,9999,leal1235,N/A
3978,Lebu Wolof,Endangered/unsafe,https://en.wal.unesco.org/languages/lebu-wolof,N/A,lebu1234,N/A
3979,Leco,Critically endangered,https://en.wal.unesco.org/languages/leco,99,leco1242,N/A
3980,Ledo Kaili,Potentially vulnerable,https://en.wal.unesco.org/languages/ledo-kaili,999999,ledo1238,N/A
3981,Lefa,Endangered/unsafe,https://en.wal.unesco.org/languages/lefa,99999,lefa1242,N/A
3982,Lega-Mwenga,Endangered/unsafe,https://en.wal.unesco.org/languages/lega-mwenga,99999,lega1250,N/A
3983,Lega-Shabunda,Potentially vulnerable,https://en.wal.unesco.org/languages/lega-shabunda,999999,lega1249,N/A
3984,Legbo,Endangered/unsafe,https://en.wal.unesco.org/languages/legbo,99999,legb1242,N/A
3985,Legenyem,Definitely endangered,https://en.wal.unesco.org/languages/legenyem,999,lege1241,N/A
3986,Leh Ladakhi,Definitely endangered,https://en.wal.unesco.org/languages/leh-ladakhi,99999,lada1244,India
3987,Lehali,Definitely endangered,https://en.wal.unesco.org/languages/lehali,999,leha1243,N/A
3988,Lehalurup,Definitely endangered,https://en.wal.unesco.org/languages/lehalurup,999,leha1244,N/A
3989,Lehar,Definitely endangered,https://en.wal.unesco.org/languages/lehar,99999,leha1242,N/A
3990,Leinong Naga,Endangered/unsafe,https://en.wal.unesco.org/languages/leinong-naga,9999,lein1237,Myanmar
3991,Leipon,Definitely endangered,https://en.wal.unesco.org/languages/leipon,999,leip1237,N/A
3992,Lelak,Not in use,https://en.wal.unesco.org/languages/lelak,0,lela1246,N/A
3993,Lele (Chad),Endangered/unsafe,https://en.wal.unesco.org/languages/lele-chad,99999,lele1276,N/A
3994,Lele (Democratic Republic of Congo),Endangered/unsafe,https://en.wal.unesco.org/languages/lele-democratic-republic-congo,99999,lele1265,N/A
3995,Lele (Guinea),Endangered/unsafe,https://en.wal.unesco.org/languages/lele-guinea,99999,lele1266,N/A
3996,Lele (Papua New Guinea),Definitely endangered,https://en.wal.unesco.org/languages/lele-papua-new-guinea,9999,lele1270,N/A
3997,Lelemi,Endangered/unsafe,https://en.wal.unesco.org/languages/lelemi,99999,lele1264,N/A
3998,Lelepa,Definitely endangered,https://en.wal.unesco.org/languages/lelepa,999,lele1267,N/A
3999,Lembena,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
4000,Lembena,Endangered/unsafe,https://en.wal.unesco.org/languages/lembena,9999,lemb1266,N/A
4001,Lemerig,Critically endangered,https://en.wal.unesco.org/languages/lemerig,9,leme1238,N/A
4002,Lemeting,Severely endangered,https://en.wal.unesco.org/languages/lemeting,999,bela1260,N/A
4003,Lemio,Definitely endangered,https://en.wal.unesco.org/languages/lemio,999,lemi1243,N/A
4004,Lemko/Rusyn,Endangered/unsafe,https://en.wal.unesco.org/languages/lemkorusyn,99999,N/A,N/A
4005,Lemnian,Not in use,https://en.wal.unesco.org/languages/lemnian,0,lemn1237,N/A
4006,Lemolang,Definitely endangered,https://en.wal.unesco.org/languages/lemolang,9999,lemo1243,N/A
4007,Lemoro,Endangered/unsafe,https://en.wal.unesco.org/languages/lemoro,9999,lemo1242,N/A
4008,Len,Critically endangered,https://en.wal.unesco.org/languages/len,9,lenn1234,N/A
4009,Lenakel,Endangered/unsafe,https://en.wal.unesco.org/languages/lenakel,99999,lena1238,N/A
4010,Lenca-Honduras,Not in use,https://en.wal.unesco.org/languages/lenca-honduras,0,lenc1242,N/A
4011,Lenca-Salvador,Not in use,https://en.wal.unesco.org/languages/lenca-salvador,0,lenc1243,N/A
4012,Lendu,Potentially vulnerable,https://en.wal.unesco.org/languages/lendu,999999,lend1245,N/A
4013,Lengilu,Definitely endangered,https://en.wal.unesco.org/languages/lengilu,9,leng1260,N/A
4014,Lengo,Endangered/unsafe,https://en.wal.unesco.org/languages/lengo,99999,leng1259,N/A
4015,Lengola,Endangered/unsafe,https://en.wal.unesco.org/languages/lengola,99999,leng1258,N/A
4016,Lenje,Potentially vulnerable,https://en.wal.unesco.org/languages/lenje,999999,lenj1248,Zambia
4017,Lenkau,Definitely endangered,https://en.wal.unesco.org/languages/lenkau,999,lenk1247,N/A
4018,Lenyima,Endangered/unsafe,https://en.wal.unesco.org/languages/lenyima,99999,leny1238,N/A
4019,Leonese,Endangered/unsafe,https://en.wal.unesco.org/languages/leonese,99999,N/A,N/A
4020,Lepcha,Severely endangered,https://en.wal.unesco.org/languages/lepcha,99999,lepc1244,India
4021,Lepki,Definitely endangered,https://en.wal.unesco.org/languages/lepki,999,lepk1238,N/A
4022,Lepontic,Not in use,https://en.wal.unesco.org/languages/lepontic,0,lepo1240,N/A
4023,Lere,Not in use,https://en.wal.unesco.org/languages/lere,0,lere1241,N/A
4024,Lese,Endangered/unsafe,https://en.wal.unesco.org/languages/lese,99999,lese1243,N/A
4025,Lesing-Gelimi,Endangered/unsafe,https://en.wal.unesco.org/languages/lesing-gelimi,9999,lesi1239,N/A
4026,Lesotho Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/lesotho-sign-language,N/A,leso1234,N/A
4027,Letemboi-Repanbitip,Definitely endangered,https://en.wal.unesco.org/languages/letemboi-repanbitip,999,lete1241,N/A
4028,Leti (Cameroon),Severely endangered,https://en.wal.unesco.org/languages/leti-cameroon,9,leti1245,N/A
4029,Leti (Indonesia),Severely endangered,https://en.wal.unesco.org/languages/leti-indonesia,9999,leti1246,N/A
4030,Levantine Arabic Sign Language,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
4031,Levantine Arabic Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/levantine-arabic-sign-language,N/A,jord1238,Jordan
4032,Lewo,Endangered/unsafe,https://en.wal.unesco.org/languages/lewo,9999,lewo1242,N/A
4033,Lewo Eleng,Endangered/unsafe,https://en.wal.unesco.org/languages/lewo-eleng,9999,lewo1243,N/A
4034,Lewotobi,Endangered/unsafe,https://en.wal.unesco.org/languages/lewotobi,9999,lewo1244,N/A
4035,Leyigha,Endangered/unsafe,https://en.wal.unesco.org/languages/leyigha,9999,leyi1238,N/A
4036,Lezgian,Potentially vulnerable,https://en.wal.unesco.org/languages/lezgian,999999,lezg1247,Azerbaijan
4037,Lhokpu,Definitely endangered,https://en.wal.unesco.org/languages/lhokpu,9999,lhok1238,N/A
4038,Lhomi,Endangered/unsafe,https://en.wal.unesco.org/languages/lhomi,9999,lhom1239,Nepal
4039,Li'o,Endangered/unsafe,https://en.wal.unesco.org/languages/lio,99999,lioo1240,N/A
4040,Liabuku,Severely endangered,https://en.wal.unesco.org/languages/liabuku,99,liab1237,N/A
4041,Liana-Seti,Definitely endangered,https://en.wal.unesco.org/languages/liana-seti,9999,lian1255,N/A
4042,Lianghe Achang,Endangered/unsafe,https://en.wal.unesco.org/languages/lianghe-achang,99999,lian1258,N/A
4043,Liangmai Naga,Endangered/unsafe,https://en.wal.unesco.org/languages/liangmai-naga,99999,lian1251,N/A
4044,Lianmin Yao,Endangered/unsafe,https://en.wal.unesco.org/languages/lianmin-yao,N/A,lian1256,N/A
4045,Lianshan Zhuang,Critically endangered,https://en.wal.unesco.org/languages/lianshan-zhuang,99999,lian1252,N/A
4046,Liberia Kpelle,Potentially vulnerable,https://en.wal.unesco.org/languages/liberia-kpelle,999999,libe1247,N/A
4047,Libido,Endangered/unsafe,https://en.wal.unesco.org/languages/libido,99999,libi1250,N/A
4048,Libinza,Endangered/unsafe,https://en.wal.unesco.org/languages/libinza,9999,libi1244,N/A
4049,Libyan Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/libyan-arabic,9999999,liby1240,N/A
4050,Libyan Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/libyan-sign-language,99999,liby1235,N/A
4051,Ligbi,Definitely endangered,https://en.wal.unesco.org/languages/ligbi,99999,ligb1244,N/A
4052,Ligenza,Endangered/unsafe,https://en.wal.unesco.org/languages/ligenza,99999,lige1238,N/A
4053,Light Warlpiri,Endangered/unsafe,https://en.wal.unesco.org/languages/light-warlpiri,999,ligh1234,N/A
4054,Ligurian,Definitely endangered,https://en.wal.unesco.org/languages/ligurian,999999,ligu1248,N/A
4055,Lihir,Endangered/unsafe,https://en.wal.unesco.org/languages/lihir,99999,lihi1237,N/A
4056,Lijili,Endangered/unsafe,https://en.wal.unesco.org/languages/lijili,99999,liji1238,N/A
4057,Liki,Severely endangered,https://en.wal.unesco.org/languages/liki,99,liki1241,N/A
4058,Liko,Endangered/unsafe,https://en.wal.unesco.org/languages/liko,99999,lika1243,N/A
4059,Likuba,Endangered/unsafe,https://en.wal.unesco.org/languages/likuba,99999,liku1242,N/A
4060,Likum,Severely endangered,https://en.wal.unesco.org/languages/likum,99,liku1243,N/A
4061,Likwala,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
4062,Likwala,Endangered/unsafe,https://en.wal.unesco.org/languages/likwala,99999,likw1239,N/A
4063,Lilau,Definitely endangered,https://en.wal.unesco.org/languages/lilau,999,lila1246,N/A
4064,Lillooet,Critically endangered,https://en.wal.unesco.org/languages/lillooet,999,lill1248,N/A
4065,Limassa,Severely endangered,https://en.wal.unesco.org/languages/limassa,9999,lima1246,N/A
4066,Limbu,Definitely endangered,https://en.wal.unesco.org/languages/limbu,999999,limb1266,India
4067,Limbum,Potentially vulnerable,https://en.wal.unesco.org/languages/limbum,999999,limb1268,Cameroon
4068,Limburgan,Potentially vulnerable,https://en.wal.unesco.org/languages/limburgan,9999999,limb1263,Belgium
4069,Limi,Endangered/unsafe,https://en.wal.unesco.org/languages/limi,99999,limi1243,N/A
4070,Limilngan,Not in use,https://en.wal.unesco.org/languages/limilngan,0,nucl1327,N/A
4071,Limonese Creole,Definitely endangered,https://en.wal.unesco.org/languages/limonese-creole,99999,limo1249,Costa Rica
4072,Limos Kalinga,Endangered/unsafe,https://en.wal.unesco.org/languages/limos-kalinga,99999,limo1248,N/A
4073,"Lingua Geral Paulista, Tupi",Not in use,https://en.wal.unesco.org/languages/lingua-geral-paulista-tupi,0,tupi1274,N/A
4074,Linngithigh,Not in use,https://en.wal.unesco.org/languages/linngithigh,0,leni1238,N/A
4075,Lipan Apache,Not in use,https://en.wal.unesco.org/languages/lipan-apache,0,lipa1241,N/A
4076,Lipo,Potentially vulnerable,https://en.wal.unesco.org/languages/lipo,999999,lipo1242,N/A
4077,Lisabata-Nuniali,Definitely endangered,https://en.wal.unesco.org/languages/lisabata-nuniali,9999,lisa1239,N/A
4078,Lisela,Endangered/unsafe,https://en.wal.unesco.org/languages/lisela,99999,lise1239,N/A
4079,Lishán Didán,Definitely endangered,https://en.wal.unesco.org/languages/lishan-didan,9999,lish1246,N/A
4080,Lishana Deni,Definitely endangered,https://en.wal.unesco.org/languages/lishana-deni,9999,lish1247,N/A
4081,Lishanid Noshan,Severely endangered,https://en.wal.unesco.org/languages/lishanid-noshan,9999,lish1245,N/A
4082,Lisu,Potentially vulnerable,https://en.wal.unesco.org/languages/lisu,999999,lisu1250,India
4083,Literary Chinese,Not in use,https://en.wal.unesco.org/languages/literary-chinese,0,lite1248,N/A
4084,Lithuanian,Safe,https://en.wal.unesco.org/languages/lithuanian,9999999,lith1251,Lithuania
4085,Lithuanian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/lithuanian-sign-language,9999,lith1236,Lithuania
4086,Litoka,Endangered/unsafe,https://en.wal.unesco.org/languages/litoka,N/A,lito1235,N/A
4087,Liujiang Zhuang,Potentially vulnerable,https://en.wal.unesco.org/languages/liujiang-zhuang,9999999,liuj1238,N/A
4088,Liuqian Zhuang,Definitely endangered,https://en.wal.unesco.org/languages/liuqian-zhuang,999999,liuq1235,N/A
4089,Livonian,Not in use,https://en.wal.unesco.org/languages/livonian,0,livv1244,Latvia
4090,Livvi,Definitely endangered,https://en.wal.unesco.org/languages/livvi,99999,livv1243,N/A
4091,Lizu,Definitely endangered,https://en.wal.unesco.org/languages/lizu,9999,lizu1234,N/A
4092,Lo-Toga,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
4093,Lo-Toga,Definitely endangered,https://en.wal.unesco.org/languages/lo-toga,999,loto1240,N/A
4094,Lobala,Endangered/unsafe,https://en.wal.unesco.org/languages/lobala,99999,loba1239,N/A
4095,Lobi,Potentially vulnerable,https://en.wal.unesco.org/languages/lobi,999999,lobi1245,N/A
4096,Lodhi,Endangered/unsafe,https://en.wal.unesco.org/languages/lodhi,99999,lodh1246,India
4097,Logo,Potentially vulnerable,https://en.wal.unesco.org/languages/logo,999999,logo1259,N/A
4098,Logol,Definitely endangered,https://en.wal.unesco.org/languages/logol,9999,logo1262,Sudan
4099,Logooli,Potentially vulnerable,https://en.wal.unesco.org/languages/logooli,999999,logo1258,N/A
4100,Logorik,Definitely endangered,https://en.wal.unesco.org/languages/logorik,9999,logo1261,Sudan
4101,Logudorese Sardinian,Definitely endangered,https://en.wal.unesco.org/languages/logudorese-sardinian,999999,logu1236,N/A
4102,Lohorung,Definitely endangered,https://en.wal.unesco.org/languages/lohorung,9999,nort2727,Nepal
4103,Loi-Likila,Endangered/unsafe,https://en.wal.unesco.org/languages/loi-likila,99999,balo1261,N/A
