,Name,Status,Link,Speakers,Glottocode,Country
2297,Geme,Definitely endangered,https://en.wal.unesco.org/languages/geme,999,geme1244,N/A
2298,Gen,Potentially vulnerable,https://en.wal.unesco.org/languages/gen,999999,genn1243,Benin
2299,Gende,Endangered/unsafe,https://en.wal.unesco.org/languages/gende,9999,gend1249,N/A
2300,Gengle-Kugama,Endangered/unsafe,https://en.wal.unesco.org/languages/gengle-kugama,9999,kuga1239,N/A
2301,Georgian,Safe,https://en.wal.unesco.org/languages/georgian,9999999,nucl1302,Georgia
2302,Georgian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/georgian-sign-language,N/A,geor1254,N/A
2303,Gepo,Endangered/unsafe,https://en.wal.unesco.org/languages/gepo,99999,gepo1234,N/A
2304,Gera,Potentially vulnerable,https://en.wal.unesco.org/languages/gera,999999,gera1246,N/A
2305,German Northern Low Saxon,Potentially vulnerable,https://en.wal.unesco.org/languages/german-northern-low-saxon,999999,nort2628,N/A
2306,German Sign Language,Potentially vulnerable,https://en.wal.unesco.org/languages/german-sign-language,999999,germ1281,Germany
2307,Geruma,Definitely endangered,https://en.wal.unesco.org/languages/geruma,9999,geru1240,N/A
2308,Geser-Gorom,Endangered/unsafe,https://en.wal.unesco.org/languages/geser-gorom,99999,gese1240,N/A
2309,Gha-mu,Endangered/unsafe,https://en.wal.unesco.org/languages/gha-mu,99999,smal1236,N/A
2310,Ghadames,Definitely endangered,https://en.wal.unesco.org/languages/ghadames,99999,ghad1239,N/A
2311,Ghale,Endangered/unsafe,https://en.wal.unesco.org/languages/ghale,99999,N/A,Nepal
2312,Ghanaian Pidgin English,Potentially vulnerable,https://en.wal.unesco.org/languages/ghanaian-pidgin-english,9999999,ghan1244,N/A
2313,Ghanaian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/ghanaian-sign-language,9999,ghan1235,N/A
2314,Ghandruk Sign Language,Critically endangered,https://en.wal.unesco.org/languages/ghandruk-sign-language,9,ghan1245,N/A
2315,Ghanongga,Endangered/unsafe,https://en.wal.unesco.org/languages/ghanongga,9999,ghan1242,N/A
2316,Ghardaia Sign Language,Critically endangered,https://en.wal.unesco.org/languages/ghardaia-sign-language,N/A,ghar1240,N/A
2317,Ghari,Endangered/unsafe,https://en.wal.unesco.org/languages/ghari,99999,ghar1239,N/A
2318,Ghayavi,Endangered/unsafe,https://en.wal.unesco.org/languages/ghayavi,9999,ghay1237,N/A
2319,Gheg Albanian,Potentially vulnerable,https://en.wal.unesco.org/languages/gheg-albanian,9999999,gheg1238,N/A
2320,Ghera,Endangered/unsafe,https://en.wal.unesco.org/languages/ghera,9999,gher1238,Pakistan
2321,Ghomálá',Potentially vulnerable,https://en.wal.unesco.org/languages/ghomala,999999,ghom1247,Cameroon
2322,Ghomara,Definitely endangered,https://en.wal.unesco.org/languages/ghomara,9999,ghom1257,Morocco
2323,Ghotuo,Endangered/unsafe,https://en.wal.unesco.org/languages/ghotuo,9999,ghot1243,N/A
2324,Giangan,Severely endangered,https://en.wal.unesco.org/languages/giangan,99999,gian1241,N/A
2325,Gibanawa,Not in use,https://en.wal.unesco.org/,N/A,N/A,N/A
2326,Gibanawa,Not in use,https://en.wal.unesco.org/languages/gibanawa,0,giba1240,N/A
2327,Gidar,Endangered/unsafe,https://en.wal.unesco.org/languages/gidar,99999,gida1247,N/A
2328,Giiwo,Endangered/unsafe,https://en.wal.unesco.org/languages/giiwo,99999,giiw1236,N/A
2329,Gikyode,Potentially vulnerable,https://en.wal.unesco.org/languages/gikyode,999999,giky1238,N/A
2330,Gilaki,Potentially vulnerable,https://en.wal.unesco.org/languages/gilaki,9999999,gila1241,N/A
2331,Gilbertese,Potentially vulnerable,https://en.wal.unesco.org/languages/gilbertese,999999,gilb1244,N/A
2332,Gilima,Endangered/unsafe,https://en.wal.unesco.org/languages/gilima,99999,gili1241,N/A
2333,Gilit Mesopotamian Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/gilit-mesopotamian-arabic,9999999,meso1252,N/A
2334,Gimi (Eastern Highlands),Endangered/unsafe,https://en.wal.unesco.org/languages/gimi-eastern-highlands,99999,gimi1243,N/A
2335,Gimi (West New Britain),Endangered/unsafe,https://en.wal.unesco.org/languages/gimi-west-new-britain,9999,gimi1242,N/A
2336,Gimme,Definitely endangered,https://en.wal.unesco.org/languages/gimme,9999,gimm1241,Cameroon
2337,Gimnime,Definitely endangered,https://en.wal.unesco.org/languages/gimnime,9999,gimn1238,Cameroon
2338,Ginuman,Endangered/unsafe,https://en.wal.unesco.org/languages/ginuman,9999,ginu1240,N/A
2339,Ginyanga,Endangered/unsafe,https://en.wal.unesco.org/languages/ginyanga,99999,giny1241,N/A
2340,Girawa,Endangered/unsafe,https://en.wal.unesco.org/languages/girawa,9999,gira1247,N/A
2341,Girirra,Endangered/unsafe,https://en.wal.unesco.org/languages/girirra,99999,giri1245,N/A
2342,Giryama,Potentially vulnerable,https://en.wal.unesco.org/languages/giryama,999999,giry1241,N/A
2343,Gitonga,Potentially vulnerable,https://en.wal.unesco.org/languages/gitonga,999999,gito1238,N/A
2344,Gitua,Endangered/unsafe,https://en.wal.unesco.org/languages/gitua,999,gitu1237,N/A
2345,Gitxsan,Severely endangered,https://en.wal.unesco.org/languages/gitxsan,999,gitx1241,N/A
2346,Giya,Not in use,https://en.wal.unesco.org/languages/giya,0,giya1234,N/A
2347,Giyug,Not in use,https://en.wal.unesco.org/languages/giyug,0,giyu1238,N/A
2348,Gizey,Endangered/unsafe,https://en.wal.unesco.org/languages/gizey,N/A,gize1234,N/A
2349,Gizrra,Definitely endangered,https://en.wal.unesco.org/languages/gizrra,9999,gizr1240,N/A
2350,Glaro-Twabo,Definitely endangered,https://en.wal.unesco.org/languages/glaro-twabo,9999,glar1241,N/A
2351,Glavda,Endangered/unsafe,https://en.wal.unesco.org/languages/glavda,99999,glav1244,Cameroon
2352,Glio-Oubi,Definitely endangered,https://en.wal.unesco.org/languages/glio-oubi,9999,glio1241,N/A
2353,Gnau,Definitely endangered,https://en.wal.unesco.org/languages/gnau,9999,gnau1240,N/A
2354,Goan Konkani,Potentially vulnerable,https://en.wal.unesco.org/languages/goan-konkani,9999999,goan1235,N/A
2355,Goaria,Endangered/unsafe,https://en.wal.unesco.org/languages/goaria,99999,goar1239,N/A
2356,Gobasi,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
2357,Gobasi,Endangered/unsafe,https://en.wal.unesco.org/languages/gobasi,999,goba1246,N/A
2358,Gobu,Endangered/unsafe,https://en.wal.unesco.org/languages/gobu,99999,gobu1238,N/A
2359,Godié,Endangered/unsafe,https://en.wal.unesco.org/languages/godie,99999,godi1239,N/A
2360,Godoberi,Definitely endangered,https://en.wal.unesco.org/languages/godoberi,999,ghod1238,N/A
2361,Godwari,Definitely endangered,https://en.wal.unesco.org/languages/godwari,9999999,godw1241,N/A
2362,Goemai,Definitely endangered,https://en.wal.unesco.org/languages/goemai,999999,goem1240,N/A
2363,Gofa,Potentially vulnerable,https://en.wal.unesco.org/languages/gofa,999999,gofa1235,N/A
2364,Gogo,Potentially vulnerable,https://en.wal.unesco.org/languages/gogo,9999999,gogo1263,N/A
2365,Gogodala,Endangered/unsafe,https://en.wal.unesco.org/languages/gogodala,99999,gogo1265,N/A
2366,Gokana,Endangered/unsafe,https://en.wal.unesco.org/languages/gokana,99999,goka1239,N/A
2367,Gola,Potentially vulnerable,https://en.wal.unesco.org/languages/gola,999999,gola1255,N/A
2368,Golin,Endangered/unsafe,https://en.wal.unesco.org/languages/golin,99999,goli1247,N/A
2369,Golo,Severely endangered,https://en.wal.unesco.org/languages/golo,9999,N/A,N/A
2370,Gondi,Potentially vulnerable,https://en.wal.unesco.org/languages/gondi,9999999,N/A,India
2371,Gondi,Potentially vulnerable,https://en.wal.unesco.org/languages/gondi-0,9999999,N/A,N/A
2372,Gone Dau,Endangered/unsafe,https://en.wal.unesco.org/languages/gone-dau,999,gone1237,N/A
2373,Gongduk,Definitely endangered,https://en.wal.unesco.org/languages/gongduk,9999,gong1251,N/A
2374,Gonja,Potentially vulnerable,https://en.wal.unesco.org/languages/gonja,999999,gonj1241,Ghana
2375,Goo,Endangered/unsafe,https://en.wal.unesco.org/languages/goo,N/A,gooa1234,N/A
2376,Gooniyandi,Severely endangered,https://en.wal.unesco.org/languages/gooniyandi,999,goon1238,N/A
2377,Gor,Endangered/unsafe,https://en.wal.unesco.org/languages/gor,99999,gorr1238,N/A
2378,Gorakor,Endangered/unsafe,https://en.wal.unesco.org/languages/gorakor,9999,gora1262,N/A
2379,Gorap,Definitely endangered,https://en.wal.unesco.org/languages/gorap,999,gora1261,N/A
2380,Gorontalo,Definitely endangered,https://en.wal.unesco.org/languages/gorontalo,999999,goro1259,Indonesia
2381,Gorovu,Critically endangered,https://en.wal.unesco.org/languages/gorovu,9,goro1261,N/A
2382,Gorowa,Endangered/unsafe,https://en.wal.unesco.org/languages/gorowa,99999,goro1270,N/A
2383,Gorum-Parenga,Definitely endangered,https://en.wal.unesco.org/languages/gorum-parenga,99,pare1266,India
2384,Gothic,Not in use,https://en.wal.unesco.org/languages/gothic,0,goth1244,N/A
2385,Goundo,Critically endangered,https://en.wal.unesco.org/languages/goundo,99,goun1238,N/A
2386,Gourmanchéma,Potentially vulnerable,https://en.wal.unesco.org/languages/gourmanchema,999999,gour1243,N/A
2387,Gowro,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
2388,Gowro,Definitely endangered,https://en.wal.unesco.org/languages/gowro,999,gowr1239,N/A
2389,Grangali,Definitely endangered,https://en.wal.unesco.org/languages/grangali,9999,gran1245,N/A
2390,Grass Koiari,Definitely endangered,https://en.wal.unesco.org/languages/grass-koiari,9999,gras1249,N/A
2391,Grebo,Potentially vulnerable,https://en.wal.unesco.org/languages/grebo,999999,N/A,N/A
2392,Greek,Safe,https://en.wal.unesco.org/languages/greek,99999999,mode1248,Albania
2393,Greek Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/greek-sign-language,99999,gree1271,N/A
2394,Grenadian Creole English,Endangered/unsafe,https://en.wal.unesco.org/languages/grenadian-creole-english,99999,gren1247,N/A
2395,Gresi,Critically endangered,https://en.wal.unesco.org/languages/gresi,9999,gres1240,N/A
2396,Groma,Definitely endangered,https://en.wal.unesco.org/languages/groma,99999,grom1238,N/A
2397,Gronings,Potentially vulnerable,https://en.wal.unesco.org/languages/gronings,999999,gron1242,N/A
2398,Gros Ventre,Not in use,https://en.wal.unesco.org/languages/gros-ventre,0,gros1243,N/A
2399,Gua,Endangered/unsafe,https://en.wal.unesco.org/languages/gua,99999,guaa1238,N/A
2400,Guachi,Not in use,https://en.wal.unesco.org/languages/guachi,0,guac1239,N/A
2401,Guachipas,Not in use,https://en.wal.unesco.org/languages/guachipas,0,guac1240,N/A
2402,Guadeloupe-Martinique Creole French,Potentially vulnerable,https://en.wal.unesco.org/languages/guadeloupe-martinique-creole-french,999999,guad1242,Haiti
2403,Guahibo,Endangered/unsafe,https://en.wal.unesco.org/languages/guahibo,99999,guah1255,Colombia
2404,Guaicaro,Not in use,https://en.wal.unesco.org/languages/guaicaro,0,guai1246,N/A
2405,Guaicurian,Not in use,https://en.wal.unesco.org/languages/guaicurian,0,guai1237,N/A
2406,Guajá,Definitely endangered,https://en.wal.unesco.org/languages/guaja,999,guaj1256,N/A
2407,Guajajára,Endangered/unsafe,https://en.wal.unesco.org/languages/guajajara,99999,N/A,N/A
2408,Guale,Not in use,https://en.wal.unesco.org/languages/guale,0,gual1239,N/A
2409,Guambiano,Endangered/unsafe,https://en.wal.unesco.org/languages/guambiano,99999,guam1248,Colombia
2410,Guamo,Not in use,https://en.wal.unesco.org/languages/guamo,0,guam1236,N/A
2411,Guana (Brazil),Not in use,https://en.wal.unesco.org/languages/guana-brazil,0,N/A,N/A
2412,Guana (Paraguay),Definitely endangered,https://en.wal.unesco.org/languages/guana-paraguay,99,guan1268,Paraguay
2413,Guarani,Potentially vulnerable,https://en.wal.unesco.org/languages/guarani,9999999,N/A,Argentina
2414,Guarayu,Definitely endangered,https://en.wal.unesco.org/languages/guarayu,9999,guar1292,N/A
2415,Guaru,Not in use,https://en.wal.unesco.org/languages/guaru,0,guar1294,N/A
2416,Guatemalan Sign Language,Definitely endangered,https://en.wal.unesco.org/languages/guatemalan-sign-language,99999,guat1249,N/A
2417,Guató,Critically endangered,https://en.wal.unesco.org/languages/guato,9,guat1253,N/A
2418,Guayabero,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
2419,Guayabero,Definitely endangered,https://en.wal.unesco.org/languages/guayabero,999,guay1257,Colombia
2420,Guazapar,Not in use,https://en.wal.unesco.org/languages/guazapar,0,guaz1234,N/A
2421,Gubeeher-Gufangor-Gubelor,Definitely endangered,https://en.wal.unesco.org/languages/gubeeher-gufangor-gubelor,999,gube1234,N/A
2422,Gudang,Not in use,https://en.wal.unesco.org/languages/gudang,0,guda1244,N/A
2423,Gude,Endangered/unsafe,https://en.wal.unesco.org/languages/gude,99999,gude1246,N/A
2424,Gudjal,Not in use,https://en.wal.unesco.org/languages/gudjal,0,gudj1237,N/A
2425,Gudu,Endangered/unsafe,https://en.wal.unesco.org/languages/gudu,9999,gudu1250,N/A
2426,Guduf-Gava,Endangered/unsafe,https://en.wal.unesco.org/languages/guduf-gava,99999,gudu1252,N/A
2427,Güenoa,Not in use,https://en.wal.unesco.org/languages/guenoa,0,guen1235,N/A
2428,Gueren,Not in use,https://en.wal.unesco.org/languages/gueren,0,guer1242,N/A
2429,Guerrero Amuzgo,Endangered/unsafe,https://en.wal.unesco.org/languages/guerrero-amuzgo,99999,guer1243,N/A
2430,Guevea De Humboldt Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/guevea-de-humboldt-zapotec,9999,guev1238,N/A
2431,Gugadj,Not in use,https://en.wal.unesco.org/languages/gugadj,0,guga1239,N/A
2432,Gugu Badhun,Not in use,https://en.wal.unesco.org/languages/gugu-badhun,0,gugu1253,N/A
2433,Gugubera,Severely endangered,https://en.wal.unesco.org/languages/gugubera,9,gugu1254,N/A
2434,Guhu-Samane,Endangered/unsafe,https://en.wal.unesco.org/languages/guhu-samane,99999,guhu1244,N/A
2435,Guianese Creole French,Endangered/unsafe,https://en.wal.unesco.org/languages/guianese-creole-french,99999,guia1246,N/A
2436,Guibei Zhuang,Potentially vulnerable,https://en.wal.unesco.org/languages/guibei-zhuang,9999999,guib1245,N/A
2437,Guiberoua Béte,Potentially vulnerable,https://en.wal.unesco.org/languages/guiberoua-bete,999999,guib1246,N/A
2438,Guibian Zhuang,Potentially vulnerable,https://en.wal.unesco.org/languages/guibian-zhuang,999999,guib1244,N/A
2439,Güilá Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/guila-zapotec,9999,guil1236,N/A
2440,Guinau,Not in use,https://en.wal.unesco.org/languages/guinau,0,guin1258,N/A
2441,Guinea Kpelle,Potentially vulnerable,https://en.wal.unesco.org/languages/guinea-kpelle,999999,guin1254,N/A
2442,Guinea-Bissau Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/guinea-bissau-sign-language,N/A,guin1260,N/A
2443,Guinean Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/guinean-sign-language,99999,guin1250,N/A
2444,Guiqiong,Definitely endangered,https://en.wal.unesco.org/languages/guiqiong,9999,guiq1238,N/A
2445,Gujarati,Safe,https://en.wal.unesco.org/languages/gujarati,99999999,guja1252,India
2446,Gujari,Potentially vulnerable,https://en.wal.unesco.org/languages/gujari,9999999,guja1253,India
2447,Gula (Central African Republic),Endangered/unsafe,https://en.wal.unesco.org/languages/gula-central-african-republic,99999,gula1266,South Sudan
2448,Gula (Chad),Endangered/unsafe,https://en.wal.unesco.org/languages/gula-chad,9999,gula1269,N/A
2449,Gula Iro,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
2450,Gula Iro,Endangered/unsafe,https://en.wal.unesco.org/languages/gula-iro,9999,gula1265,N/A
2451,Gula'alaa,Endangered/unsafe,https://en.wal.unesco.org/languages/gulaalaa,9999,gula1270,N/A
2452,Gulay,Potentially vulnerable,https://en.wal.unesco.org/languages/gulay,999999,gula1268,N/A
2453,Gule,Not in use,https://en.wal.unesco.org/languages/gule,0,gule1241,N/A
2454,Gulf Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/gulf-arabic,9999999,gulf1241,Qatar
2455,Gulf Coast French,Definitely endangered,https://en.wal.unesco.org/languages/gulf-coast-french,999999,caju1236,N/A
2456,Gulunggulu,Endangered/unsafe,https://en.wal.unesco.org/languages/gulunggulu,9999,gulu1236,N/A
2457,Gumalu,Endangered/unsafe,https://en.wal.unesco.org/languages/gumalu,999,guma1255,N/A
2458,Gumatj,Definitely endangered,https://en.wal.unesco.org/languages/gumatj,99,guma1253,N/A
2459,Gumawana,Endangered/unsafe,https://en.wal.unesco.org/languages/gumawana,999,guma1254,N/A
2460,Gumuz,Potentially vulnerable,https://en.wal.unesco.org/languages/gumuz,999999,gumu1244,N/A
2461,Gun,Potentially vulnerable,https://en.wal.unesco.org/languages/gun,999999,gunn1250,Benin
2462,Gundi,Definitely endangered,https://en.wal.unesco.org/languages/gundi,9999,gund1247,N/A
2463,Gundungurra,Not in use,https://en.wal.unesco.org/languages/gundungurra,0,N/A,N/A
2464,Gungabula,Not in use,https://en.wal.unesco.org/languages/gungabula,0,gung1248,N/A
2465,Gungu,Endangered/unsafe,https://en.wal.unesco.org/languages/gungu,99999,gung1250,N/A
2466,Gunya,Not in use,https://en.wal.unesco.org/languages/gunya,0,guny1241,N/A
2467,Gupa-Abawa,Endangered/unsafe,https://en.wal.unesco.org/languages/gupa-abawa,99999,gupa1248,N/A
2468,Gupapuyngu,Definitely endangered,https://en.wal.unesco.org/languages/gupapuyngu,999,gupa1247,N/A
2469,Guragone,Critically endangered,https://en.wal.unesco.org/languages/guragone,99,gura1252,N/A
2470,Guramalum,Not in use,https://en.wal.unesco.org/languages/guramalum,0,gura1254,N/A
2471,Gurani,Potentially vulnerable,https://en.wal.unesco.org/languages/gurani,999999,gura1251,N/A
2472,Gurdjar,Not in use,https://en.wal.unesco.org/languages/gurdjar,0,gurd1238,N/A
2473,Gureng Gureng,Not in use,https://en.wal.unesco.org/languages/gureng-gureng,0,gure1255,N/A
2474,Gurgani,Not in use,https://en.wal.unesco.org/languages/gurgani,0,gurg1241,N/A
2475,Gurgula,Endangered/unsafe,https://en.wal.unesco.org/languages/gurgula,99999,gurg1240,N/A
2476,Guriaso,Definitely endangered,https://en.wal.unesco.org/languages/guriaso,9999,guri1248,N/A
2477,Gurindji,Definitely endangered,https://en.wal.unesco.org/languages/gurindji,999,guri1247,N/A
2478,Gurindji Kriol,Endangered/unsafe,https://en.wal.unesco.org/languages/gurindji-kriol,999,guri1249,N/A
2479,Gurmana,Definitely endangered,https://en.wal.unesco.org/languages/gurmana,9999,gurm1246,N/A
2480,Guro,Potentially vulnerable,https://en.wal.unesco.org/,N/A,N/A,N/A
2481,Guro,Potentially vulnerable,https://en.wal.unesco.org/languages/guro,999999,guro1248,N/A
2482,Gurung,Definitely endangered,https://en.wal.unesco.org/languages/gurung,999999,guru1261,India
2483,Guruntum-Mbaaru,Endangered/unsafe,https://en.wal.unesco.org/languages/guruntum-mbaaru,9999,guru1271,N/A
2484,Gusan,Endangered/unsafe,https://en.wal.unesco.org/languages/gusan,999,gusa1246,N/A
2485,Gusii,Potentially vulnerable,https://en.wal.unesco.org/languages/gusii,9999999,gusi1247,N/A
2486,Gusilay,Endangered/unsafe,https://en.wal.unesco.org/languages/gusilay,99999,gusi1246,N/A
2487,Gutian,Not in use,https://en.wal.unesco.org/languages/gutian,0,guti1235,N/A
2488,Guugu Yimidhirr,Severely endangered,https://en.wal.unesco.org/languages/guugu-yimidhirr,999,gugu1255,N/A
2489,Guwa,Not in use,https://en.wal.unesco.org/languages/guwa,0,guwa1242,N/A
2490,Guwamu,Not in use,https://en.wal.unesco.org/languages/guwamu,0,guwa1243,N/A
2491,Guwar,Not in use,https://en.wal.unesco.org/languages/guwar,0,guwa1244,N/A
2492,Guya,Definitely endangered,https://en.wal.unesco.org/languages/guya,99,guya1251,N/A
2493,Guyambal,Not in use,https://en.wal.unesco.org/languages/guyambal,0,guya1250,N/A
2494,Guyana Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/guyana-sign-language,N/A,guya1253,Guyana
2495,Guyanese Creole English,Potentially vulnerable,https://en.wal.unesco.org/languages/guyanese-creole-english,999999,creo1235,Guyana
2496,Guyani,Not in use,https://en.wal.unesco.org/languages/guyani,0,guya1249,N/A
2497,Gvoko,Endangered/unsafe,https://en.wal.unesco.org/languages/gvoko,99999,gvok1239,Cameroon
2498,Gwa,Definitely endangered,https://en.wal.unesco.org/languages/gwa,999,gwaa1239,N/A
2499,Gwahatike,Endangered/unsafe,https://en.wal.unesco.org/languages/gwahatike,9999,gwah1244,N/A
2500,Gwama,Endangered/unsafe,https://en.wal.unesco.org/languages/gwama,999,kwam1249,N/A
2501,Gwamhi-Wuri,Endangered/unsafe,https://en.wal.unesco.org/languages/gwamhi-wuri,99999,gwam1244,N/A
2502,Gwandara,Endangered/unsafe,https://en.wal.unesco.org/languages/gwandara,99999,gwan1268,N/A
2503,Gwara,Severely endangered,https://en.wal.unesco.org/languages/gwara,9999,gwar1240,N/A
2504,Gweda,Severely endangered,https://en.wal.unesco.org/languages/gweda,99,gwed1239,N/A
2505,Gweno,Definitely endangered,https://en.wal.unesco.org/languages/gweno,9999,gwen1239,N/A
2506,Gwere,Potentially vulnerable,https://en.wal.unesco.org/languages/gwere,999999,gwer1238,N/A
2507,Gwi,Definitely endangered,https://en.wal.unesco.org/languages/gwi,9999,gwii1239,N/A
2508,Gwich'in,Severely endangered,https://en.wal.unesco.org/languages/gwichin,999,gwic1235,Canada
2509,Gyalsumdo,Severely endangered,https://en.wal.unesco.org/languages/gyalsumdo,999,N/A,N/A
2510,Gyalsumdo-Nubri,Definitely endangered,https://en.wal.unesco.org/languages/gyalsumdo-nubri,9999,nubr1241,N/A
2511,Gyele,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
2512,Gyele,Definitely endangered,https://en.wal.unesco.org/languages/gyele,9999,gyel1242,N/A
2513,Gyem,Definitely endangered,https://en.wal.unesco.org/languages/gyem,999,gyem1238,N/A
2514,Ha,Potentially vulnerable,https://en.wal.unesco.org/languages/ha,999999,haaa1252,N/A
2515,Habu,Definitely endangered,https://en.wal.unesco.org/languages/habu,9999,habu1241,N/A
2516,Hachijo,Definitely endangered,https://en.wal.unesco.org/languages/hachijo,999,hach1239,N/A
2517,Hadiyya,Potentially vulnerable,https://en.wal.unesco.org/languages/hadiyya,9999999,hadi1240,N/A
2518,Hadothi,Potentially vulnerable,https://en.wal.unesco.org/languages/hadothi,9999999,hado1235,N/A
2519,Hadrami,Not in use,https://en.wal.unesco.org/languages/hadrami,0,hadr1235,N/A
2520,Hadrami Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/hadrami-arabic,9999999,hadr1236,N/A
2521,Hadza,Definitely endangered,https://en.wal.unesco.org/languages/hadza,999,hadz1240,N/A
2522,Haeke,Severely endangered,https://en.wal.unesco.org/languages/haeke,999,haek1239,N/A
2523,Hagei Gelao,Severely endangered,https://en.wal.unesco.org/languages/hagei-gelao,999,gree1278,N/A
2524,Hahon,Endangered/unsafe,https://en.wal.unesco.org/languages/hahon,9999,haho1237,N/A
2525,Hai//om-Akhoe,Endangered/unsafe,https://en.wal.unesco.org/languages/haiom-akhoe,99999,haio1238,N/A
2526,Haigwai,Endangered/unsafe,https://en.wal.unesco.org/languages/haigwai,999,haig1237,N/A
2527,Hainyaxo Bozo,Endangered/unsafe,https://en.wal.unesco.org/languages/hainyaxo-bozo,99999,hain1253,N/A
2528,Haiphong Sign Language,Definitely endangered,https://en.wal.unesco.org/languages/haiphong-sign-language,9999,haip1238,N/A
2529,Haisla,Critically endangered,https://en.wal.unesco.org/languages/haisla,999,hais1244,N/A
2530,Haitian Creole,Potentially vulnerable,https://en.wal.unesco.org/languages/haitian-creole,9999999,hait1244,Haiti
2531,Haitian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/haitian-sign-language,9999,hait1245,Haiti
2532,Haitian Vodoun Culture Language,Not in use,https://en.wal.unesco.org/languages/haitian-vodoun-culture-language,0,hait1241,N/A
2533,Haji,Endangered/unsafe,https://en.wal.unesco.org/languages/haji,99999,haji1235,N/A
2534,Hajong,Endangered/unsafe,https://en.wal.unesco.org/languages/hajong,99999,hajo1238,India
2535,Haka Chin,Definitely endangered,https://en.wal.unesco.org/languages/haka-chin,999999,haka1240,Myanmar
2536,Hakka Chinese,Potentially vulnerable,https://en.wal.unesco.org/languages/hakka-chinese,99999999,hakk1236,N/A
2537,Hakö,Endangered/unsafe,https://en.wal.unesco.org/languages/hako,9999,hako1237,N/A
2538,Halam,Critically endangered,https://en.wal.unesco.org/languages/halam,9999,rang1267,India
2539,Halang,Definitely endangered,https://en.wal.unesco.org/languages/halang,99999,hala1252,N/A
2540,Halang Doan,Definitely endangered,https://en.wal.unesco.org/languages/halang-doan,9999,hala1253,N/A
2541,Halbi,Potentially vulnerable,https://en.wal.unesco.org/languages/halbi,999999,halb1244,India
2542,Halh Mongolian,Safe,https://en.wal.unesco.org/,N/A,N/A,N/A
2543,Halh Mongolian,Safe,https://en.wal.unesco.org/languages/halh-mongolian,9999999,halh1238,N/A
2544,Halia,Endangered/unsafe,https://en.wal.unesco.org/languages/halia,99999,hali1244,N/A
2545,Halkomelem,Definitely endangered,https://en.wal.unesco.org/languages/halkomelem,999,halk1245,N/A
2546,Ham,Severely endangered,https://en.wal.unesco.org/languages/ham,N/A,hama1241,N/A
2547,Hamap,Definitely endangered,https://en.wal.unesco.org/languages/hamap,9999,hama1240,N/A
2548,Hamba de Lomela,Endangered/unsafe,https://en.wal.unesco.org/languages/hamba-de-lomela,99999,hamb1245,N/A
2549,Hamba NW of Nachingwea south of Mbemkuru River,Not in use,https://en.wal.unesco.org/languages/hamba-nw-nachingwea-south-mbemkuru-river,0,hamb1239,N/A
2550,Hamer-Banna,Endangered/unsafe,https://en.wal.unesco.org/languages/hamer-banna,99999,hame1242,N/A
2551,Hamtai,Definitely endangered,https://en.wal.unesco.org/languages/hamtai,99999,hamt1247,N/A
2552,Han,Critically endangered,https://en.wal.unesco.org/languages/han,99,hann1241,N/A
2553,Hanga,Definitely endangered,https://en.wal.unesco.org/languages/hanga,9999,hang1258,N/A
2554,Hanga Hundi,Endangered/unsafe,https://en.wal.unesco.org/languages/hanga-hundi,9999,hang1263,N/A
2555,Hangaza,Potentially vulnerable,https://en.wal.unesco.org/languages/hangaza,999999,hang1260,N/A
2556,Hani,Potentially vulnerable,https://en.wal.unesco.org/languages/hani,999999,hani1248,N/A
2557,Hanis,Not in use,https://en.wal.unesco.org/languages/hanis,0,coos1249,N/A
2558,Hano,Endangered/unsafe,https://en.wal.unesco.org/languages/hano,9999,hano1246,N/A
2559,Hanoi Sign Language,Definitely endangered,https://en.wal.unesco.org/languages/hanoi-sign-language,99999,hano1243,N/A
2560,Hanunoo,Endangered/unsafe,https://en.wal.unesco.org/languages/hanunoo,99999,hanu1241,Philippines
2561,Harappan,Not in use,https://en.wal.unesco.org/languages/harappan,0,hara1272,N/A
2562,Harari,Endangered/unsafe,https://en.wal.unesco.org/languages/harari,99999,hara1271,N/A
2563,Haraza,Not in use,https://en.wal.unesco.org/languages/haraza,0,hara1258,N/A
2564,Haroi,Endangered/unsafe,https://en.wal.unesco.org/languages/haroi,99999,haro1237,N/A
