Name_x,Status,Link,Speakers,Glottocode,Country,Name_y,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
Lanoh,Definitely endangered,https://en.wal.unesco.org/languages/lanoh,999.0,lano1248,,Lanoh,Austroasiatic,lnh,Eurasia,0.0,4.91,100.99
Laomian,Definitely endangered,https://en.wal.unesco.org/languages/laomian,9999.0,laom1237,Myanmar,Laomian,Sino-Tibetan,lwm,Eurasia,0.0,21.95,100.1
,,,,laon1234,,Lao Naga,Sino-Tibetan,nlq,Eurasia,0.0,26.43,95.19
Lao,Safe,https://en.wal.unesco.org/languages/lao,9999999.0,laoo1244,,Lao,Tai-Kadai,lao,Eurasia,6.0,19.0,102.46
,,,,laop1234,,Laopang,Bookkeeping,lbg,Eurasia,0.0,20.78,100.08
,,,,laos1235,,Laos Sign Language,Bookkeeping,lso,Eurasia,0.0,18.39,104.52
Lapaguía-Guivini Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/lapaguia-guivini-zapotec,9999.0,lapa1249,,Lapaguía-Guivini Zapotec,Otomanguean,ztl,North America,0.0,16.07,-96.16
Lapuyan Subanun,Endangered/unsafe,https://en.wal.unesco.org/languages/lapuyan-subanun,99999.0,lapu1236,,Lapuyan Subanun,Austronesian,laa,Papunesia,0.0,7.53,123.13
Laragia,Critically endangered,https://en.wal.unesco.org/languages/laragia,,lara1258,,Laragia,,lrg,Australia,0.0,-12.41,130.92
Larantuka Malay,Definitely endangered,https://en.wal.unesco.org/languages/larantuka-malay,99999.0,lara1260,,Larantuka Malay,Austronesian,lrt,Papunesia,4.0,-8.47,122.76
Lardil,Critically endangered,https://en.wal.unesco.org/languages/lardil,99.0,lard1243,,Lardil,Tangkic,lbz,Australia,0.0,-16.56,139.43
Larevat,Definitely endangered,https://en.wal.unesco.org/languages/larevat,999.0,lare1249,,Larevat,Austronesian,lrv,Papunesia,0.0,-16.2,167.39
Diandongbei-Large Flowery Miao,Potentially vulnerable,https://en.wal.unesco.org/languages/diandongbei-large-flowery-miao,999999.0,larg1235,,Diandongbei-Large Flowery Miao,Hmong-Mien,hmd,Eurasia,0.0,27.87,104.06
Larestani,Potentially vulnerable,https://en.wal.unesco.org/languages/larestani,999999.0,lari1253,,Larestani,Indo-European,lrl,Eurasia,6.0,27.64,54.63
Larike-Wakasihu,Definitely endangered,https://en.wal.unesco.org/languages/larike-wakasihu,99999.0,lari1255,,Larike-Wakasihu,Austronesian,alo,Papunesia,3.0,-3.77,127.96
Laru (North Sudan),Endangered/unsafe,https://en.wal.unesco.org/languages/laru-north-sudan,99999.0,laro1243,Sudan,Laru (North Sudan),Heibanic,lro,Africa,2.0,11.39,30.38
Larteh,Endangered/unsafe,https://en.wal.unesco.org/languages/larteh,99999.0,lart1238,,Larteh,Atlantic-Congo,lar,Africa,0.0,5.94,-0.08
Laru (Nigeria),Definitely endangered,https://en.wal.unesco.org/languages/laru-nigeria,9999.0,laru1238,,Laru (Nigeria),Atlantic-Congo,lan,Africa,0.0,10.58,4.44
Lasalimu,Definitely endangered,https://en.wal.unesco.org/languages/lasalimu,9999.0,lasa1237,,Lasalimu,Austronesian,llm,Papunesia,0.0,-5.24,123.13
Lasgerdi,Definitely endangered,https://en.wal.unesco.org/languages/lasgerdi,999.0,lasg1238,,Lasgerdi,Indo-European,lsa,Eurasia,0.0,35.4,53.0
Chashan,Endangered/unsafe,https://en.wal.unesco.org/languages/chashan,999.0,lash1243,,Lashi,Sino-Tibetan,lsi,Eurasia,0.0,26.1,98.55
Lashi,Endangered/unsafe,https://en.wal.unesco.org/languages/lashi,99999.0,lash1243,Myanmar,Lashi,Sino-Tibetan,lsi,Eurasia,0.0,26.1,98.55
Lasi,Endangered/unsafe,https://en.wal.unesco.org/languages/lasi,99999.0,lasi1242,Pakistan,Lasi,Indo-European,lss,Eurasia,0.0,25.33,66.91
Late Palestinian Aramaic,Not in use,https://en.wal.unesco.org/languages/late-palestinian-aramaic,0.0,late1255,,Late Palestinian Aramaic,Afro-Asiatic,,Eurasia,5.0,32.28,35.2
Latin,Not in use,https://en.wal.unesco.org/languages/latin,0.0,lati1261,,Latin,Indo-European,lat,Eurasia,3.0,41.9,12.45
Latu,Severely endangered,https://en.wal.unesco.org/languages/latu,9999.0,latu1237,,Latu,Austronesian,ltu,Papunesia,0.0,-3.41,128.67
Latundê,Definitely endangered,https://en.wal.unesco.org/languages/latunde,9.0,latu1238,,Latundê,Nambiquaran,ltn,South America,0.0,-12.61,-60.42
Latvian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/latvian-sign-language,,latv1245,Latvia,Latvian Sign Language,Sign Language,lsl,Eurasia,0.0,56.93,24.49
Latgalian,Potentially vulnerable,https://en.wal.unesco.org/languages/latgalian,999999.0,latv1249,Latvia,Latvian,Indo-European,lav,Eurasia,6.0,56.83,24.31
Latvian,Safe,https://en.wal.unesco.org/languages/latvian,9999999.0,latv1249,Latvia,Latvian,Indo-European,lav,Eurasia,6.0,56.83,24.31
Lauan,Endangered/unsafe,https://en.wal.unesco.org/languages/lauan,99999.0,laua1243,,Lauan,Austronesian,llx,Papunesia,2.0,-18.21,-178.78
Laua,Not in use,https://en.wal.unesco.org/languages/laua,0.0,laua1245,,Laua,Mailuan,luf,Papunesia,0.0,-10.16,149.26
Lauje,Definitely endangered,https://en.wal.unesco.org/languages/lauje,99999.0,lauj1238,,Lauje,Austronesian,law,Papunesia,1.0,0.51,120.26
Laurentian,Not in use,https://en.wal.unesco.org/languages/laurentian,0.0,laur1250,,Laurentian,Iroquoian,lre,North America,0.0,45.33,-72.5
Lautu,Endangered/unsafe,https://en.wal.unesco.org/languages/lautu,99999.0,laut1236,Myanmar,Lautu,Sino-Tibetan,clt,Eurasia,0.0,22.2,93.44
Lau,Endangered/unsafe,https://en.wal.unesco.org/languages/lau,99999.0,lauu1247,,Lau,Austronesian,llu,Papunesia,3.0,-8.51,160.87
Lavatbura-Lamusong,Endangered/unsafe,https://en.wal.unesco.org/languages/lavatbura-lamusong,9999.0,lava1239,,Lavatbura-Lamusong,Austronesian,lbv,Papunesia,4.0,-3.22,151.73
Laven,Definitely endangered,https://en.wal.unesco.org/languages/laven,99999.0,lave1248,,Laven,Austroasiatic,lbo,Eurasia,0.0,15.27,106.32
Brao,Endangered/unsafe,https://en.wal.unesco.org/languages/brao,99999.0,lave1249,,Brao,Austroasiatic,brb,Eurasia,12.0,14.6,107.01
Lavukaleve,Definitely endangered,https://en.wal.unesco.org/languages/lavukaleve,9999.0,lavu1241,,Lavukaleve,,lvk,Papunesia,0.0,-9.06,159.12
Lawangan,Potentially vulnerable,https://en.wal.unesco.org/languages/lawangan,999999.0,lawa1257,,Lawangan,Austronesian,lbx,Papunesia,16.0,-1.8,115.88
Lawi,Critically endangered,https://en.wal.unesco.org/languages/lawi,999.0,lawi1235,,Lawi,Austroasiatic,lvi,Eurasia,0.0,15.31,106.73
Lawunuia,Endangered/unsafe,https://en.wal.unesco.org/languages/lawunuia,999.0,lawu1237,,Lawunuia,Austronesian,tgi,Papunesia,1.0,-6.15,155.13
Lawu,Critically endangered,https://en.wal.unesco.org/languages/lawu,99.0,lawu1238,,Lawu,Sino-Tibetan,lwu,Eurasia,0.0,24.13,101.5
Layakha,Definitely endangered,https://en.wal.unesco.org/languages/layakha,9999.0,laya1253,,Layakha,Sino-Tibetan,lya,Eurasia,0.0,28.05,89.72
Laze,Critically endangered,https://en.wal.unesco.org/languages/laze,999.0,laze1238,,Laze,Sino-Tibetan,,Eurasia,0.0,27.85,101.45
Laz,Endangered/unsafe,https://en.wal.unesco.org/languages/laz,99999.0,lazz1240,Türkiye,Laz,Kartvelian,lzz,Eurasia,7.0,41.5,41.91
Lealao Chinantec,Endangered/unsafe,https://en.wal.unesco.org/languages/lealao-chinantec,9999.0,leal1235,,Lealao Chinantec,Otomanguean,cle,North America,0.0,17.32,-95.93
Lebu Wolof,Endangered/unsafe,https://en.wal.unesco.org/languages/lebu-wolof,,lebu1234,,Lebu Wolof,Atlantic-Congo,,Africa,0.0,14.75,-17.49
Leco,Critically endangered,https://en.wal.unesco.org/languages/leco,99.0,leco1242,,Leco,,lec,South America,0.0,-15.01,-67.88
Ledo Kaili,Potentially vulnerable,https://en.wal.unesco.org/languages/ledo-kaili,999999.0,ledo1238,,Ledo Kaili,Austronesian,lew,Papunesia,10.0,-1.03,120.13
Munga-Gomu-Bambuka,Endangered/unsafe,https://en.wal.unesco.org/languages/munga-gomu-bambuka,9999.0,leel1242,,Leelau,Atlantic-Congo,ldk,Africa,0.0,9.29,11.16
Lefa,Endangered/unsafe,https://en.wal.unesco.org/languages/lefa,99999.0,lefa1242,,Lefa,Atlantic-Congo,lfa,Africa,4.0,5.06,11.11
Lega-Shabunda,Potentially vulnerable,https://en.wal.unesco.org/languages/lega-shabunda,999999.0,lega1249,,Lega-Shabunda,Atlantic-Congo,lea,Africa,6.0,-3.83,27.14
Lega-Mwenga,Endangered/unsafe,https://en.wal.unesco.org/languages/lega-mwenga,99999.0,lega1250,,Lega-Mwenga,Atlantic-Congo,lgm,Africa,6.0,-3.39,28.26
Legbo,Endangered/unsafe,https://en.wal.unesco.org/languages/legbo,99999.0,legb1242,,Legbo,Atlantic-Congo,agb,Africa,0.0,6.03,7.98
Legenyem,Definitely endangered,https://en.wal.unesco.org/languages/legenyem,999.0,lege1241,,Legenyem,Austronesian,lcc,Papunesia,0.0,-0.36,130.75
Lehar,Definitely endangered,https://en.wal.unesco.org/languages/lehar,99999.0,leha1242,,Lehar,Atlantic-Congo,cae,Africa,0.0,14.94,-16.88
Lehali,Definitely endangered,https://en.wal.unesco.org/languages/lehali,999.0,leha1243,,Lehali,Austronesian,tql,Papunesia,0.0,-13.5,167.33
Lehalurup,Definitely endangered,https://en.wal.unesco.org/languages/lehalurup,999.0,leha1244,,Lehalurup,Austronesian,urr,Papunesia,0.0,-13.54,167.34
Leinong Naga,Endangered/unsafe,https://en.wal.unesco.org/languages/leinong-naga,9999.0,lein1237,Myanmar,Lainong Naga,Sino-Tibetan,lzn,Eurasia,0.0,26.45,95.4
Leipon,Definitely endangered,https://en.wal.unesco.org/languages/leipon,999.0,leip1237,,Leipon,Austronesian,lek,Papunesia,0.0,-1.97,147.23
,,,,leit1234,,Leitre,Sko,,Papunesia,0.0,-2.84,141.62
Lelak,Not in use,https://en.wal.unesco.org/languages/lelak,0.0,lela1246,,Lelak,Austronesian,llk,Papunesia,2.0,4.11,114.03
Lelemi,Endangered/unsafe,https://en.wal.unesco.org/languages/lelemi,99999.0,lele1264,,Lelemi,Atlantic-Congo,lef,Africa,0.0,7.35,0.51
Lele (Democratic Republic of Congo),Endangered/unsafe,https://en.wal.unesco.org/languages/lele-democratic-republic-congo,99999.0,lele1265,,Lele (Democratic Republic of Congo),Atlantic-Congo,lel,Africa,0.0,-4.95,20.57
Lele (Guinea),Endangered/unsafe,https://en.wal.unesco.org/languages/lele-guinea,99999.0,lele1266,,Lele (Guinea),Mande,llc,Africa,4.0,8.98,-10.37
Lelepa,Definitely endangered,https://en.wal.unesco.org/languages/lelepa,999.0,lele1267,,Lelepa,Austronesian,lpa,Papunesia,0.0,-17.6,168.2
Lele (Papua New Guinea),Definitely endangered,https://en.wal.unesco.org/languages/lele-papua-new-guinea,9999.0,lele1270,,Lele (Papua New Guinea),Austronesian,lle,Papunesia,1.0,-2.05,147.21
Lele (Chad),Endangered/unsafe,https://en.wal.unesco.org/languages/lele-chad,99999.0,lele1276,,Lele (Chad),Afro-Asiatic,lln,Africa,0.0,9.16,15.81
,,,,lema1244,,Lematang,Bookkeeping,lmt,,0.0,,
Lembena,Endangered/unsafe,https://en.wal.unesco.org/languages/lembena,9999.0,lemb1266,,Lembena,Nuclear Trans New Guinea,leq,Papunesia,0.0,-5.0,143.89
Lemerig,Critically endangered,https://en.wal.unesco.org/languages/lemerig,9.0,leme1238,,Lemerig,Austronesian,lrz,Papunesia,0.0,-13.74,167.42
Lemio,Definitely endangered,https://en.wal.unesco.org/languages/lemio,999.0,lemi1243,,Lemio,Nuclear Trans New Guinea,lei,Papunesia,0.0,-5.7,145.78
Lemnian,Not in use,https://en.wal.unesco.org/languages/lemnian,0.0,lemn1237,,Lemnian,Unclassifiable,xle,Eurasia,0.0,,
Lemoro,Endangered/unsafe,https://en.wal.unesco.org/languages/lemoro,9999.0,lemo1242,,Lemoro,Atlantic-Congo,ldj,Africa,0.0,10.44,8.71
Lemolang,Definitely endangered,https://en.wal.unesco.org/languages/lemolang,9999.0,lemo1243,,Lemolang,Austronesian,ley,Papunesia,0.0,-2.63,120.27
Lenakel,Endangered/unsafe,https://en.wal.unesco.org/languages/lenakel,99999.0,lena1238,,Lenakel,Austronesian,tnl,Papunesia,4.0,-19.48,169.26
Lenca-Honduras,Not in use,https://en.wal.unesco.org/languages/lenca-honduras,0.0,lenc1242,,Lenca-Honduras,Lencan,,North America,0.0,13.67,-87.5
Lenca-Salvador,Not in use,https://en.wal.unesco.org/languages/lenca-salvador,0.0,lenc1243,,Lenca-Salvador,Lencan,,North America,0.0,13.56,-88.11
Lendu,Potentially vulnerable,https://en.wal.unesco.org/languages/lendu,999999.0,lend1245,,Lendu,Central Sudanic,led,Africa,6.0,2.19,30.68
Lengola,Endangered/unsafe,https://en.wal.unesco.org/languages/lengola,99999.0,leng1258,,Lengola,Atlantic-Congo,lej,Africa,0.0,-1.96,25.33
Lengo,Endangered/unsafe,https://en.wal.unesco.org/languages/lengo,99999.0,leng1259,,Lengo,Austronesian,lgr,Papunesia,4.0,-9.56,160.42
Lengilu,Definitely endangered,https://en.wal.unesco.org/languages/lengilu,9.0,leng1260,,Lengilu,Austronesian,lgi,Papunesia,4.0,3.7,115.91
Linngithigh,Not in use,https://en.wal.unesco.org/languages/linngithigh,0.0,leni1238,,Linngithigh,Pama-Nyungan,lnj,Australia,0.0,-12.77,141.96
Lenje,Potentially vulnerable,https://en.wal.unesco.org/languages/lenje,999999.0,lenj1248,Zambia,Lenje,Atlantic-Congo,leh,Africa,2.0,-14.72,28.26
Lenkau,Definitely endangered,https://en.wal.unesco.org/languages/lenkau,999.0,lenk1247,,Lenkau,Austronesian,ler,Papunesia,0.0,-2.33,147.74
Len,Critically endangered,https://en.wal.unesco.org/languages/len,9.0,lenn1234,,Len,Yam,,Papunesia,0.0,-9.12,142.1
Lenyima,Endangered/unsafe,https://en.wal.unesco.org/languages/lenyima,99999.0,leny1238,,Lenyima,Atlantic-Congo,ldg,Africa,0.0,6.0,8.29
Lepcha,Severely endangered,https://en.wal.unesco.org/languages/lepcha,99999.0,lepc1244,India,Lepcha,Sino-Tibetan,lep,Eurasia,3.0,27.09,88.57
Lepki,Definitely endangered,https://en.wal.unesco.org/languages/lepki,999.0,lepk1238,,Lepki,Lepki-Murkim-Kembra,lpe,Papunesia,0.0,-4.11,140.46
Lepontic,Not in use,https://en.wal.unesco.org/languages/lepontic,0.0,lepo1240,,Lepontic,Indo-European,xlp,Eurasia,0.0,45.98,8.92
Lere,Not in use,https://en.wal.unesco.org/languages/lere,0.0,lere1241,,Lere,Atlantic-Congo,gnh,Africa,3.0,10.48,8.93
Lese,Endangered/unsafe,https://en.wal.unesco.org/languages/lese,99999.0,lese1243,,Lese,Central Sudanic,les,Africa,5.0,1.3,29.3
Lesing-Gelimi,Endangered/unsafe,https://en.wal.unesco.org/languages/lesing-gelimi,9999.0,lesi1239,,Lesing-Gelimi,Austronesian,let,Papunesia,2.0,-6.2,150.51
Lesotho Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/lesotho-sign-language,,leso1234,,Lesotho Sign Language,Sign Language,,Africa,0.0,-29.37,27.51
Letemboi-Repanbitip,Definitely endangered,https://en.wal.unesco.org/languages/letemboi-repanbitip,999.0,lete1241,,Letemboi-Repanbitip,Austronesian,nms,Papunesia,2.0,-16.43,167.57
Leti (Cameroon),Severely endangered,https://en.wal.unesco.org/languages/leti-cameroon,9.0,leti1245,,Leti (Cameroon),Atlantic-Congo,leo,Africa,0.0,4.57,11.4
Leti (Indonesia),Severely endangered,https://en.wal.unesco.org/languages/leti-indonesia,9999.0,leti1246,,Leti (Indonesia),Austronesian,lti,Papunesia,0.0,-8.2,127.67
Central Lembata-Lewokukun,Endangered/unsafe,https://en.wal.unesco.org/languages/central-lembata-lewokukun,9999.0,levu1239,,Central Lembata-Lewokukun,Austronesian,lvu,Papunesia,4.0,-8.47,123.44
Lewo,Endangered/unsafe,https://en.wal.unesco.org/languages/lewo,9999.0,lewo1242,,Lewo,Austronesian,lww,Papunesia,2.0,-16.76,168.33
Lewo Eleng,Endangered/unsafe,https://en.wal.unesco.org/languages/lewo-eleng,9999.0,lewo1243,,Lewo Eleng,Austronesian,lwe,Papunesia,0.0,-8.36,123.65
Lewotobi,Endangered/unsafe,https://en.wal.unesco.org/languages/lewotobi,9999.0,lewo1244,,Lewotobi,Austronesian,lwt,Papunesia,0.0,-8.55,122.75
Leyigha,Endangered/unsafe,https://en.wal.unesco.org/languages/leyigha,9999.0,leyi1238,,Leyigha,Atlantic-Congo,ayi,Africa,0.0,5.99,8.21
Lezgian,Potentially vulnerable,https://en.wal.unesco.org/languages/lezgian,999999.0,lezg1247,Azerbaijan,Lezgian,Nakh-Daghestanian,lez,Eurasia,8.0,41.52,47.9
Lhokpu,Definitely endangered,https://en.wal.unesco.org/languages/lhokpu,9999.0,lhok1238,,Lhokpu,Sino-Tibetan,lhp,Eurasia,0.0,26.91,89.31
Lhomi,Endangered/unsafe,https://en.wal.unesco.org/languages/lhomi,9999.0,lhom1239,Nepal,Lhomi,Sino-Tibetan,lhm,Eurasia,0.0,27.59,87.72
Liabuku,Severely endangered,https://en.wal.unesco.org/languages/liabuku,99.0,liab1237,,Liabuku,Austronesian,lix,Papunesia,0.0,-5.32,122.7
Liangmai Naga,Endangered/unsafe,https://en.wal.unesco.org/languages/liangmai-naga,99999.0,lian1251,,Liangmai Naga,Sino-Tibetan,njn,Eurasia,0.0,25.16,93.54
Lianshan Zhuang,Critically endangered,https://en.wal.unesco.org/languages/lianshan-zhuang,99999.0,lian1252,,Lianshan Zhuang,Tai-Kadai,zln,Eurasia,0.0,24.5,112.05
Liana-Seti,Definitely endangered,https://en.wal.unesco.org/languages/liana-seti,9999.0,lian1255,,Liana-Seti,Austronesian,ste,Papunesia,3.0,-3.12,129.9
Lianmin Yao,Endangered/unsafe,https://en.wal.unesco.org/languages/lianmin-yao,,lian1256,,Lianmin Yao,Tai-Kadai,,Eurasia,0.0,26.94,110.16
Lianghe Achang,Endangered/unsafe,https://en.wal.unesco.org/languages/lianghe-achang,99999.0,lian1258,,Lianghe Achang,Sino-Tibetan,,Eurasia,0.0,24.75,98.3
Kru Pidgin English,Endangered/unsafe,https://en.wal.unesco.org/languages/kru-pidgin-english,,libe1240,,Kru Pidgin English,Pidgin,lir,Africa,0.0,6.42,-10.53
Liberia Kpelle,Potentially vulnerable,https://en.wal.unesco.org/languages/liberia-kpelle,999999.0,libe1247,,Liberia Kpelle,Mande,xpe,Africa,0.0,6.92,-9.96
Libinza,Endangered/unsafe,https://en.wal.unesco.org/languages/libinza,9999.0,libi1244,,Libinza,Atlantic-Congo,liz,Africa,3.0,1.98,18.89
Libido,Endangered/unsafe,https://en.wal.unesco.org/languages/libido,99999.0,libi1250,,Libido,Afro-Asiatic,liq,Africa,0.0,8.1,38.5
Libyan Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/libyan-sign-language,99999.0,liby1235,,Libyan Sign Language,Sign Language,lbs,Africa,0.0,29.51,17.57
Libyan Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/libyan-arabic,9999999.0,liby1240,,Libyan Arabic,Afro-Asiatic,ayl,Africa,4.0,22.0,15.0
Ligbi,Definitely endangered,https://en.wal.unesco.org/languages/ligbi,99999.0,ligb1244,,Ligbi,Mande,lig,Africa,6.0,7.94,-2.56
Ligenza,Endangered/unsafe,https://en.wal.unesco.org/languages/ligenza,99999.0,lige1238,,Ligenza,Atlantic-Congo,lgz,Africa,4.0,2.86,22.49
Light Warlpiri,Endangered/unsafe,https://en.wal.unesco.org/languages/light-warlpiri,999.0,ligh1234,,Light Warlpiri,Mixed Language,,Australia,0.0,,
Ligurian,Definitely endangered,https://en.wal.unesco.org/languages/ligurian,999999.0,ligu1248,,Ligurian,Indo-European,lij,Eurasia,2.0,44.08,7.91
Lihir,Endangered/unsafe,https://en.wal.unesco.org/languages/lihir,99999.0,lihi1237,,Lihir,Austronesian,lih,Papunesia,0.0,-3.19,152.61
Lijili,Endangered/unsafe,https://en.wal.unesco.org/languages/lijili,99999.0,liji1238,,Lijili,Atlantic-Congo,mgi,Africa,0.0,8.52,8.36
Liko,Endangered/unsafe,https://en.wal.unesco.org/languages/liko,99999.0,lika1243,,Liko,Atlantic-Congo,lik,Africa,3.0,2.14,27.61
Balobo,Endangered/unsafe,https://en.wal.unesco.org/languages/balobo,9999.0,liki1240,,Balobo,Atlantic-Congo,lie,Africa,0.0,1.75,19.02
Liki,Severely endangered,https://en.wal.unesco.org/languages/liki,99.0,liki1241,,Liki,Austronesian,lio,Papunesia,0.0,-1.61,138.73
Likuba,Endangered/unsafe,https://en.wal.unesco.org/languages/likuba,99999.0,liku1242,,Likuba,Atlantic-Congo,kxx,Africa,0.0,-1.28,16.47
Likum,Severely endangered,https://en.wal.unesco.org/languages/likum,99.0,liku1243,,Likum,Austronesian,lib,Papunesia,0.0,-2.16,146.69
Likwala,Endangered/unsafe,https://en.wal.unesco.org/languages/likwala,99999.0,likw1239,,Likwala,Atlantic-Congo,kwc,Africa,0.0,-0.49,16.6
Lilau,Definitely endangered,https://en.wal.unesco.org/languages/lilau,999.0,lila1246,,Lilau,Bogia,lll,Papunesia,0.0,-4.35,144.99
Lillooet,Critically endangered,https://en.wal.unesco.org/languages/lillooet,999.0,lill1248,,Lillooet,Salishan,lil,North America,2.0,50.73,-122.04
Limassa,Severely endangered,https://en.wal.unesco.org/languages/limassa,9999.0,lima1246,,Limassa,Atlantic-Congo,bme,Africa,0.0,2.27,16.19
Limburgan,Potentially vulnerable,https://en.wal.unesco.org/languages/limburgan,9999999.0,limb1263,Belgium,Limburgan,Indo-European,lim,Eurasia,9.0,51.02,5.88
Limbu,Definitely endangered,https://en.wal.unesco.org/languages/limbu,999999.0,limb1266,India,Limbu,Sino-Tibetan,lif,Eurasia,4.0,27.27,87.89
Limbum,Potentially vulnerable,https://en.wal.unesco.org/languages/limbum,999999.0,limb1268,Cameroon,Limbum,Atlantic-Congo,lmp,Africa,3.0,6.59,10.98
Limi,Endangered/unsafe,https://en.wal.unesco.org/languages/limi,99999.0,limi1243,,Limi,Sino-Tibetan,ylm,Eurasia,0.0,24.47,100.07
Limos Kalinga,Endangered/unsafe,https://en.wal.unesco.org/languages/limos-kalinga,99999.0,limo1248,,Limos Kalinga,Austronesian,kmk,Papunesia,0.0,17.61,121.38
Limonese Creole,Definitely endangered,https://en.wal.unesco.org/languages/limonese-creole,99999.0,limo1249,Costa Rica,Limonese Creole,Indo-European,qlm,North America,0.0,9.96,-83.09
,,,,limo1250,,Limousin,Bookkeeping,lms,,0.0,,
Tado-Lindu,Endangered/unsafe,https://en.wal.unesco.org/languages/tado-lindu,9999.0,lind1248,,Tado-Lindu,Austronesian,klw,Papunesia,2.0,-1.36,120.06
Mediterranean Lingua Franca,Not in use,https://en.wal.unesco.org/languages/mediterranean-lingua-franca,0.0,ling1242,,Mediterranean Lingua Franca,Pidgin,pml,Africa,0.0,33.86,10.85
,,,,ling1261,,Lingaayat,Bookkeeping,,Eurasia,0.0,,
Western Ong-Be,Potentially vulnerable,https://en.wal.unesco.org/languages/western-ong-be,999999.0,ling1262,,Western Ong-Be,Tai-Kadai,onb,Eurasia,7.0,19.89,109.69
Kinshasa Lingala,Potentially vulnerable,https://en.wal.unesco.org/languages/kinshasa-lingala,99999999.0,ling1263,Democratic Republic of the Congo,Kinshasa Lingala,Atlantic-Congo,lin,Africa,0.0,-4.41,15.29
Neverver,Definitely endangered,https://en.wal.unesco.org/languages/neverver,9999.0,ling1265,,Neverver,Austronesian,lgk,Papunesia,0.0,-16.2,167.5
,,,,ling1267,,Lingua Franca Nova,Artificial Language,lfn,North America,0.0,,
,,,,ling1271,,Língua de sinais Fortalezinha,Sign Language,,South America,0.0,-0.63,-47.54
,,,,ling1272,,Língua de sinais de Caiçara,Sign Language,,South America,0.0,-6.77,-39.17
,,,,ling1273,,Língua de sinais do Uiramutã,Sign Language,,South America,0.0,4.6,-60.16
Li'o,Endangered/unsafe,https://en.wal.unesco.org/languages/lio,99999.0,lioo1240,,Li'o,Austronesian,ljl,Papunesia,2.0,-8.69,121.83
Lipan Apache,Not in use,https://en.wal.unesco.org/languages/lipan-apache,0.0,lipa1241,,Lipan Apache,Athabaskan-Eyak-Tlingit,apl,North America,0.0,33.27,-105.82
Lipo,Potentially vulnerable,https://en.wal.unesco.org/languages/lipo,999999.0,lipo1242,,Lipo,Sino-Tibetan,lpo,Eurasia,0.0,25.23,101.3
Lisabata-Nuniali,Definitely endangered,https://en.wal.unesco.org/languages/lisabata-nuniali,9999.0,lisa1239,,Lisabata-Nuniali,Austronesian,lcs,Papunesia,4.0,-2.87,128.26
Lisela,Endangered/unsafe,https://en.wal.unesco.org/languages/lisela,99999.0,lise1239,,Lisela,Austronesian,lcl,Papunesia,2.0,-3.27,126.98
Khispi,Definitely endangered,https://en.wal.unesco.org/languages/khispi,9999.0,lish1235,,Khispi,Sino-Tibetan,lsh,Eurasia,0.0,27.37,92.24
Lishanid Noshan,Severely endangered,https://en.wal.unesco.org/languages/lishanid-noshan,9999.0,lish1245,,Lishanid Noshan,Afro-Asiatic,aij,Eurasia,12.0,36.21,44.07
Lishán Didán,Definitely endangered,https://en.wal.unesco.org/languages/lishan-didan,9999.0,lish1246,,Lishán Didán,Afro-Asiatic,trg,Eurasia,7.0,36.23,44.37
Lishana Deni,Definitely endangered,https://en.wal.unesco.org/languages/lishana-deni,9999.0,lish1247,,Lishana Deni,Afro-Asiatic,lsd,Eurasia,10.0,31.77,35.22
Lisu,Potentially vulnerable,https://en.wal.unesco.org/languages/lisu,999999.0,lisu1250,India,Lisu,Sino-Tibetan,lis,Eurasia,6.0,26.91,98.94
Literary Chinese,Not in use,https://en.wal.unesco.org/languages/literary-chinese,0.0,lite1248,,Classical Chinese,Sino-Tibetan,lzh,Eurasia,0.0,34.09,109.05
Lithuanian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/lithuanian-sign-language,9999.0,lith1236,Lithuania,Lithuanian Sign Language,Sign Language,lls,Eurasia,0.0,55.25,23.88
Lithuanian,Safe,https://en.wal.unesco.org/languages/lithuanian,9999999.0,lith1251,Lithuania,Lithuanian,Indo-European,lit,Eurasia,9.0,55.14,23.96
Litoka,Endangered/unsafe,https://en.wal.unesco.org/languages/litoka,,lito1235,,Litoka,Atlantic-Congo,,Africa,0.0,2.69,19.24
Naman,Critically endangered,https://en.wal.unesco.org/languages/naman,99.0,litz1237,,Naman,Austronesian,lzl,Papunesia,0.0,-16.13,167.41
Liujiang Zhuang,Potentially vulnerable,https://en.wal.unesco.org/languages/liujiang-zhuang,9999999.0,liuj1238,,Liujiang Zhuang,Tai-Kadai,zlj,Eurasia,0.0,24.2,109.25
Liuqian Zhuang,Definitely endangered,https://en.wal.unesco.org/languages/liuqian-zhuang,999999.0,liuq1235,,Liuqian Zhuang,Tai-Kadai,zlq,Eurasia,0.0,24.1,109.75
Livvi,Definitely endangered,https://en.wal.unesco.org/languages/livvi,99999.0,livv1243,,Livvi,Uralic,olo,Eurasia,0.0,61.66,29.07
